CrossName,Gender,Phenotype,Birth.Date,Death.Date,Accidental,Notes
WAVEWAVE1,FEmale,SB,7/27/2013,10/8/2013,FALSE,
HEARTHEART1,MALE,WT,7/28/2013,10/8/2013,FALSE,
HEARTHEART1,MALE,WT,7/28/2013,10/8/2013,FALSE,
WAVE1,FEmale,SB,7/30/2013,10/8/2013,FALSE,
CRESENTCRESENT1,MALE,WT,7/27/2013,10/8/2013,FALSE,
CRESENTCRESENT1,MALE,SB,7/27/2013,10/8/2013,FALSE,
HEART1,FEmale,SB,7/25/2013,10/8/2013,FALSE,
HEART1,FEmale,SB,7/25/2013,10/8/2013,FALSE,
HEART1,FEmale,SB,7/25/2013,10/8/2013,FALSE,
HEART1,FEmale,SB,7/25/2013,10/8/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/8/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/8/2013,FALSE,
CRESENT1,MALE,WT,7/25/2013,10/8/2013,FALSE,
CRESENT1,MALE,WT,7/25/2013,10/8/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/8/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/8/2013,FALSE,
STARSTAR1,FEmale,WT,7/25/2013,10/8/2013,FALSE,
WAVEWAVE2,MALE,WT,7/30/2013,10/8/2013,FALSE,
PLANET2,FEmale,WT,7/30/2013,10/8/2013,FALSE,
PLANET2,FEmale,WT,7/30/2013,10/8/2013,FALSE,
PLANETPLANET1,FEmale,SB,7/27/2013,10/11/2013,FALSE,
SUNSUN2,MALE,WT,7/30/2013,10/11/2013,FALSE,
SUNSUN2,MALE,WT,7/30/2013,10/11/2013,FALSE,
SUNSUN2,MALE,WT,7/30/2013,10/11/2013,FALSE,
HEART2,MALE,WT,7/30/2013,10/11/2013,FALSE,
HEART2,MALE,WT,7/30/2013,10/11/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,10/11/2013,FALSE,
WAVE1,FEmale,SB,7/26/2013,10/11/2013,FALSE,
WAVE1,FEmale,SB,7/26/2013,10/11/2013,FALSE,
STAR1,MALE,WT,7/26/2013,10/11/2013,FALSE,
STAR1,MALE,WT,7/26/2013,10/11/2013,FALSE,
PLANETPLANET1,FEmale,SB,7/27/2013,10/11/2013,FALSE,
CRESENTCRESENT2,MALE,WT,7/30/2013,10/11/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,10/11/2013,FALSE,
HEART1,FEmale,SB,7/25/2013,10/11/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,10/11/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,10/11/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/11/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/11/2013,FALSE,
STAR1,FEmale,SB,7/27/2013,10/11/2013,FALSE,
CRESENTCRESENT1,MALE,SB,7/27/2013,10/11/2013,FALSE,
PLANET1,MALE,WT,7/25/2013,10/11/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,10/11/2013,FALSE,
WAVE1,MALE,WT,7/30/2013,10/11/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,10/11/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,10/11/2013,FALSE,
STAR1,MALE,WT,7/25/2013,10/11/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/11/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/11/2013,FALSE,
STAR1,MALE,WT,7/27/2013,10/11/2013,FALSE,
SPIRAL1,FEmale,SB,7/25/2013,10/11/2013,FALSE,
SPIRAL1,FEmale,SB,7/25/2013,10/11/2013,FALSE,
SPIRAL1,FEmale,SB,7/25/2013,10/11/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/11/2013,FALSE,
CRESENT1,MALE,SB,7/29/2013,10/11/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,10/11/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,10/11/2013,FALSE,
PLANETPLANET2,MALE,WT,7/30/2013,10/11/2013,FALSE,
PLANET1,FEmale,WT,7/25/2013,10/14/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,10/14/2013,FALSE,
HEARTHEART1,MALE,WT,7/28/2013,10/14/2013,FALSE,
HEARTHEART1,MALE,WT,7/28/2013,10/14/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/14/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/14/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/14/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/14/2013,FALSE,
CRESENT1,MALE,WT,7/25/2013,10/14/2013,FALSE,
STARSTAR1,MALE,WT,7/29/2013,10/14/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,10/14/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,10/14/2013,FALSE,
STAR2,MALE,WT,8/1/2013,10/14/2013,FALSE,
CRESENT1,FEmale,WT,7/26/2013,10/14/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/14/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/14/2013,FALSE,
STAR1,MALE,WT,7/26/2013,10/14/2013,FALSE,
WAVEWAVE1,FEmale,WT,7/27/2013,10/14/2013,FALSE,
WAVEWAVE1,MALE,SB,7/27/2013,10/14/2013,FALSE,
STAR1,MALE,WT,7/25/2013,10/14/2013,FALSE,
STAR2,FEmale,SB,8/1/2013,10/14/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/14/2013,FALSE,
WAVEWAVE1,MALE,WT,7/27/2013,10/14/2013,FALSE,
STAR2,FEmale,WT,7/30/2013,10/14/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/14/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/14/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/14/2013,FALSE,
CRESENTCRESENT1,MALE,SB,7/27/2013,10/14/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/14/2013,FALSE,
SPIRAL2,MALE,WT,7/31/2013,10/14/2013,FALSE,
CRESENTCRESENT2,FEmale,WT,7/30/2013,10/14/2013,FALSE,
HEART1,FEmale,WT,7/27/2013,10/14/2013,FALSE,
PLANET1,MALE,WT,7/25/2013,10/14/2013,FALSE,
PLANET1,MALE,WT,7/25/2013,10/14/2013,FALSE,
SUN1,MALE,WT,7/25/2013,10/14/2013,FALSE,
SUN1,MALE,WT,7/25/2013,10/14/2013,FALSE,
SUN1,MALE,WT,7/25/2013,10/14/2013,FALSE,
SPIRALSPIRALSPIRAL2,MALE,SB,8/23/2013,10/14/2013,FALSE,
STARSTAR1,FEmale,WT,7/15/2013,10/14/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,10/17/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,10/17/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,10/17/2013,FALSE,
HEART1,FEmale,WT,7/25/2013,10/17/2013,FALSE,
HEARTHEART1,FEmale,SB,7/27/2013,10/17/2013,FALSE,
SPIRAL1,MALE,WT,7/25/2013,10/17/2013,FALSE,
STAR1,FEmale,SB,7/28/2013,10/17/2013,FALSE,
CRESENTCRESENT1,FEmale,WT,7/27/2013,10/17/2013,FALSE,
PLANET2,MALE,WT,7/30/2013,10/17/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,10/17/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/17/2013,FALSE,
WAVEWAVE1,MALE,WT,7/27/2013,10/17/2013,FALSE,
WAVEWAVE1,MALE,WT,7/27/2013,10/17/2013,FALSE,
SPIRAL2,MALE,WT,7/31/2013,10/17/2013,FALSE,
HEART2,MALE,WT,7/30/2013,10/17/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/17/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/17/2013,FALSE,
PLANET2,FEmale,SB,8/2/2013,10/17/2013,FALSE,
HEART2,FEmale,SB,7/30/2013,10/17/2013,FALSE,
HEART1,MALE,WT,7/29/2013,10/17/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,10/17/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,10/17/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/17/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/17/2013,FALSE,
STARSTAR1,MALE,WT,7/29/2013,10/17/2013,FALSE,
SUNSUN2,FEmale,WT,7/30/2013,10/17/2013,FALSE,
SUNSUN2,FEmale,WT,7/30/2013,10/17/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,10/17/2013,FALSE,
PLANETPLANET1,FEmale,SB,7/27/2013,10/21/2013,FALSE,
WAVEWAVE1,MALE,WT,7/27/2013,10/21/2013,FALSE,
WAVEWAVE1,MALE,WT,7/27/2013,10/21/2013,FALSE,
WAVEWAVE1,MALE,WT,7/27/2013,10/21/2013,FALSE,
HEART1,MALE,WT,7/29/2013,10/21/2013,FALSE,
HEART1,MALE,WT,7/29/2013,10/21/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/21/2013,FALSE,
SPIRAL1,MALE,WT,7/25/2013,10/21/2013,FALSE,
WAVE1,FEmale,SB,7/25/2013,10/21/2013,FALSE,
WAVE1,FEmale,SB,7/25/2013,10/21/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,10/21/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,10/21/2013,FALSE,
SPIRALSPIRALSPIRAL2,FEmale,SB,8/25/2013,10/21/2013,FALSE,
SPIRALSPIRALSPIRAL2,FEmale,SB,8/25/2013,10/21/2013,FALSE,
SPIRALSPIRALSPIRAL2,FEmale,SB,8/25/2013,10/21/2013,FALSE,
CRESENT1,FEmale,WT,7/26/2013,10/21/2013,FALSE,
CRESENT1,FEmale,WT,7/26/2013,10/21/2013,FALSE,
PLANET2,MALE,WT,7/30/2013,10/21/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/21/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/21/2013,FALSE,
CRESENTCRESENT1,FEmale,WT,7/27/2013,10/21/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
CRESENT1,FEmale,SB,7/29/2013,10/21/2013,FALSE,
CRESENT1,FEmale,WT,7/29/2013,10/21/2013,FALSE,
CRESENT1,FEmale,WT,7/29/2013,10/21/2013,FALSE,
STAR1,MALE,WT,7/27/2013,10/21/2013,FALSE,
STARSTAR1,MALE,WT,7/29/2013,10/21/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,10/21/2013,FALSE,
CRESENTCRESENT2,MALE,WT,7/30/2013,10/21/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,10/21/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/21/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/21/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/21/2013,FALSE,
STAR1,FEmale,WT,7/25/2013,10/21/2013,FALSE,
HEARTHEART1,FEmale,SB,7/27/2013,10/21/2013,FALSE,
STAR2,FEmale,SB,8/1/2013,10/21/2013,FALSE,
PLANETPLANET2,FEmale,WT,7/30/2013,10/25/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,10/25/2013,FALSE,
STARSTAR1,FEmale,WT,7/25/2013,10/25/2013,FALSE,
PLANETPLANET1,FEmale,SB,7/27/2013,10/25/2013,FALSE,
HEART1,FEmale,WT,7/27/2013,10/25/2013,FALSE,
WAVE1,FEmale,WT,7/31/2013,10/25/2013,FALSE,
WAVEWAVE1,FEmale,SB,7/27/2013,10/25/2013,FALSE,
WAVEWAVE1,FEmale,SB,7/27/2013,10/25/2013,FALSE,
WAVEWAVE1,FEmale,SB,7/27/2013,10/25/2013,FALSE,
STAR2,FEmale,SB,7/31/2013,10/25/2013,FALSE,
WAVEWAVE1,FEmale,WT,7/27/2013,10/25/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,10/25/2013,FALSE,
HEART2,MALE,WT,7/30/2013,10/25/2013,FALSE,
HEART2,MALE,WT,7/30/2013,10/25/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,10/25/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/25/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/25/2013,FALSE,
HEART1,MALE,WT,7/29/2013,10/25/2013,FALSE,
HEART1,MALE,WT,7/29/2013,10/25/2013,FALSE,
CRESENT1,FEmale,SB,7/29/2013,10/25/2013,FALSE,
WAVEWAVE1,MALE,WT,7/27/2013,10/25/2013,FALSE,
CRESENTCRESENT2,MALE,WT,7/30/2013,10/25/2013,FALSE,
CRESENTCRESENT2,MALE,WT,7/30/2013,10/25/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/25/2013,FALSE,
CRESENT1,FEmale,WT,7/26/2013,10/25/2013,FALSE,
PLANET2,MALE,WT,7/30/2013,10/25/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/25/2013,FALSE,
WAVE1,FEmale,SB,7/25/2013,10/25/2013,FALSE,
STAR1,MALE,WT,7/27/2013,10/25/2013,FALSE,
PLANET1,FEmale,WT,7/25/2013,10/25/2013,FALSE,
PLANET1,FEmale,WT,7/25/2013,10/25/2013,FALSE,
PLANET1,FEmale,WT,7/25/2013,10/25/2013,FALSE,
SPIRALSPIRAL2,FEmale,WT,7/31/2013,10/25/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,10/28/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,10/28/2013,FALSE,
WAVE1,FEmale,SB,7/30/2013,10/28/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
STAR1,FEmale,WT,7/26/2013,10/28/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
PLANETPLANET2,FEmale,WT,7/30/2013,10/28/2013,FALSE,
WAVE1,FEmale,WT,7/26/2013,10/28/2013,FALSE,
PLANET2,FEmale,WT,7/30/2013,10/28/2013,FALSE,
WAVE1,MALE,WT,7/29/2013,10/28/2013,FALSE,
WAVE1,MALE,WT,7/29/2013,10/28/2013,FALSE,
STARSTAR2,FEmale,WT,7/31/2013,10/28/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
WAVE2,MALE,WT,7/30/2013,10/28/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,10/28/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,10/28/2013,FALSE,
HEART1,MALE,WT,7/29/2013,10/28/2013,FALSE,
HEART1,MALE,WT,7/29/2013,10/28/2013,FALSE,
STARSTAR1,FEmale,WT,7/25/2013,10/28/2013,FALSE,
STARSTAR1,FEmale,WT,7/25/2013,10/28/2013,FALSE,
WAVE1,FEmale,WT,7/26/2013,11/1/2013,FALSE,
STAR1,FEmale,WT,7/26/2013,11/1/2013,FALSE,
STAR1,FEmale,WT,7/26/2013,11/1/2013,FALSE,
STAR1,FEmale,WT,7/26/2013,11/1/2013,FALSE,
STAR1,FEmale,WT,7/26/2013,11/1/2013,FALSE,
PLANET1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
PLANET1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
PLANET1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,11/1/2013,FALSE,
HEART1,MALE,WT,7/29/2013,11/1/2013,FALSE,
HEART1,MALE,WT,7/29/2013,11/1/2013,FALSE,
HEART1,MALE,WT,7/29/2013,11/1/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/1/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/1/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
HEART2,FEmale,SB,7/30/2013,11/1/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
CRESENT1,FEmale,WT,7/29/2013,11/1/2013,FALSE,
HEARTHEART1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
WAVEWAVE1,FEmale,SB,7/27/2013,11/1/2013,FALSE,
PLANET1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
HEART1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
HEART1,FEmale,WT,7/25/2013,11/1/2013,FALSE,
HEART1,FEmale,WT,7/25/2013,11/1/2013,FALSE,
HEART1,FEmale,WT,7/25/2013,11/1/2013,FALSE,
HEART1,FEmale,WT,7/25/2013,11/1/2013,FALSE,
WAVE1,FEmale,SB,7/30/2013,11/1/2013,FALSE,
STAR2,FEmale,WT,7/30/2013,11/1/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,11/1/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,11/1/2013,FALSE,
PLANETPLANET2,FEmale,WT,7/30/2013,11/1/2013,FALSE,
PLANETPLANET2,FEmale,WT,7/30/2013,11/1/2013,FALSE,
PLANETPLANET2,FEmale,WT,7/30/2013,11/1/2013,FALSE,
PLANETPLANET2,FEmale,WT,7/30/2013,11/1/2013,FALSE,
HEART1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
HEART1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
WAVEWAVE1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
WAVEWAVE1,FEmale,WT,7/27/2013,11/1/2013,FALSE,
SPIRALSPIRALSPIRAL1,MALE,SB,8/19/2013,11/1/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,11/1/2013,FALSE,
STARSTAR1,FEmale,WT,7/25/2013,11/1/2013,FALSE,
STAR1,FEmale,WT,7/26/2013,11/5/2013,FALSE,
STAR1,FEmale,WT,7/26/2013,11/5/2013,FALSE,
WAVE1,FEmale,SB,7/30/2013,11/5/2013,FALSE,
PLANET1,FEmale,WT,7/27/2013,11/5/2013,FALSE,
PLANET1,FEmale,WT,7/27/2013,11/5/2013,FALSE,
CRESENT1,FEmale,WT,7/29/2013,11/5/2013,FALSE,
HEART1,FEmale,WT,7/27/2013,11/5/2013,FALSE,
HEART1,FEmale,WT,7/27/2013,11/5/2013,FALSE,
WAVE1,FEmale,WT,7/26/2013,11/5/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,11/5/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,11/5/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,11/5/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
WAVEWAVE1,FEmale,WT,7/27/2013,11/5/2013,FALSE,
WAVEWAVE1,FEmale,WT,7/27/2013,11/5/2013,FALSE,
WAVEWAVE1,FEmale,WT,7/27/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
WAVE1,FEmale,WT,7/31/2013,11/5/2013,FALSE,
WAVE1,FEmale,WT,7/31/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
PLANETPLANET1,FEmale,SB,7/27/2013,11/5/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,11/5/2013,FALSE,
PLANETPLANET2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
HEART1,FEmale,WT,7/27/2013,11/5/2013,FALSE,
STAR2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
STAR2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
STAR2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
SPIRALSPIRALSPIRAL2,FEmale,SB,8/25/2013,11/5/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,11/5/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,11/8/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/8/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/8/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/8/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/8/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/8/2013,FALSE,
WAVE2,MALE,WT,7/30/2013,11/8/2013,FALSE,
WAVEWAVE1,FEmale,WT,7/27/2013,11/8/2013,FALSE,
STAR2,FEmale,WT,8/1/2013,11/8/2013,FALSE,
WAVE1,FEmale,WT,7/31/2013,11/8/2013,FALSE,
CRESENT1,FEmale,WT,7/29/2013,11/8/2013,FALSE,
CRESENT1,FEmale,WT,7/29/2013,11/8/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/11/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/11/2013,FALSE,
WAVEWAVE2,FEmale,WT,7/30/2013,11/11/2013,FALSE,
SPIRALSPIRALSPIRAL1,FEmale,SB,8/19/2013,11/11/2013,FALSE,
SPIRALSPIRALSPIRAL1,FEmale,TM6B,8/19/2013,11/11/2013,FALSE,
SPIRALSPIRALSPIRAL1,FEmale,TM6B,8/19/2013,11/11/2013,FALSE,
