CrossName,Female,Male,Generation,Cross,Replicate,DateStarted,DateEclosed,Gender,WT,Cyo/Sb,Cyo,Sb,Cyo+Sb,Notes
4E1,Mef-GAL4,31314/III,1,4E,1,,7/3/2014,Female,3,0,,,,
4DD1,Mef-GAL4,31039/III,1,4D,2,,7/3/2014,Male,6,0,,,,
4DD1,Mef-GAL4,31039/III,1,4D,2,,7/3/2014,Female,12,0,,,,
3CC1,Mhc-GAL4/TM6C,34814/III,1,3C,2,,7/3/2014,Male,7,10,,,,
3CC1,Mhc-GAL4/TM6C,34814/III,1,3C,2,,7/3/2014,Female,7,7,,,,
2A1,C179-GAL4,36304/III,1,2A,1,,7/3/2014,Male,25,0,,,,
2A1,C179-GAL4,36304/III,1,2A,1,,7/3/2014,Female,15,0,,,,
4EEE1,Mef-GAL4,31314/III,1,4E,3,,7/3/2014,Male,11,0,,,,
4EEE1,Mef-GAL4,31314/III,1,4E,3,,7/3/2014,Female,11,0,,,,
3BBB1,Mhc-GAL4/TM6C,31528/III,1,3B,3,,7/3/2014,Male,12,14,,,,
3BBB1,Mhc-GAL4/TM6C,31528/III,1,3B,3,,7/3/2014,Female,14,14,,,,
5B1,"24B-GAL4/Tm3,sb",35137/III,1,5B,1,,7/3/2014,Male,2,11,,,,
5B1,"24B-GAL4/Tm3,sb",35137/III,1,5B,1,,7/3/2014,Female,3,15,,,,
2C1,C179-GAL4,35137/III,1,2C,1,,7/3/2014,Male,23,0,,,,
2C1,C179-GAL4,35137/III,1,2C,1,,7/3/2014,Female,27,0,,,,
3AAA1,Mhc-GAL4/TM6C,36304/III,1,3A,3,,7/3/2014,Male,10,12,,,,
3AAA1,Mhc-GAL4/TM6C,36304/III,1,3A,3,,7/3/2014,Female,7,12,,,,
2BB1,C179-GAL4,32371/III,1,2B,2,,7/3/2014,Male,17,0,,,,
2BB1,C179-GAL4,32371/III,1,2B,2,,7/3/2014,Female,26,0,,,,
2AA1,C179-GAL4,36304/III,1,2A,2,,7/3/2014,Male,18,0,,,,
2AA1,C179-GAL4,36304/III,1,2A,2,,7/3/2014,Female,29,0,,,,
3DD1,Mhc-GAL4/TM6C,41912/II,1,3D,2,,7/3/2014,Male,13,18,,,,some red eyes had curly wings
3DD1,Mhc-GAL4/TM6C,41912/II,1,3D,2,,7/3/2014,Female,11,18,,,,some red eyes had curly wings
3D5,Mhc-GAL4/TM6C,41912/II,5,3D,1,,7/7/2014,Male,0,1,,,,
3D5,Mhc-GAL4/TM6C,41912/II,5,3D,1,,7/7/2014,Female,1,1,,,,
4CCC3,Mef-GAL4,35137/III,3,4C,3,,7/7/2014,Male,1,0,,,,
4CCC3,Mef-GAL4,35137/III,3,4C,3,,7/7/2014,Female,0,0,,,,
1A2,Hand-GAL4,36304/III,2,1A,1,,7/7/2014,Male,21,0,,,,
1A2,Hand-GAL4,36304/III,2,1A,1,,7/7/2014,Female,20,0,,,,
4BBB2,Mef-GAL4,36304/III,2,4B,3,,7/7/2014,Male,13,0,,,,
4BBB2,Mef-GAL4,36304/III,2,4B,3,,7/7/2014,Female,14,0,,,,
3BB2,Mhc-GAL4/TM6C,31528/III,2,3B,2,,7/7/2014,Male,2,19,,,,
3BB2,Mhc-GAL4/TM6C,31528/III,2,3B,2,,7/7/2014,Female,13,25,,,,
4D2,Mef-GAL4,31039/III,2,4D,1,,7/7/2014,Male,16,0,,,,
4D2,Mef-GAL4,31039/III,2,4D,1,,7/7/2014,Female,14,0,,,,
1AA2,Hand-GAL4,36304/III,2,1A,2,,7/7/2014,Male,28,0,,,,
1AA2,Hand-GAL4,36304/III,2,1A,2,,7/7/2014,Female,38,0,,,,
4E2,Mef-GAL4,31314/III,2,4E,1,,7/7/2014,Male,14,0,,,,
4E2,Mef-GAL4,31314/III,2,4E,1,,7/7/2014,Female,26,0,,,,
4DD2,Mef-GAL4,31039/III,2,4D,2,,7/7/2014,Male,21,0,,,,
4DD2,Mef-GAL4,31039/III,2,4D,2,,7/7/2014,Female,49,0,,,,
3EE1,Mhc-GAL4/TM6C,31529/III,1,3E,2,,7/7/2014,Male,16,11,,,,
3EE1,Mhc-GAL4/TM6C,31529/III,1,3E,2,,7/7/2014,Female,15,12,,,,
3EE2,Mhc-GAL4/TM6C,31529/III,2,3E,2,,7/7/2014,Male,34,13,,,,
3EE2,Mhc-GAL4/TM6C,31529/III,2,3E,2,,7/7/2014,Female,31,7,,,,
2B1,C179-GAL4,32371/III,1,2B,1,,7/7/2014,Male,21,0,,,,
2B1,C179-GAL4,32371/III,1,2B,1,,7/7/2014,Female,30,0,,,,
2B2,C179-GAL4,32371/III,2,2B,1,,7/7/2014,Male,40,0,,,,
2B2,C179-GAL4,32371/III,2,2B,1,,7/7/2014,Female,51,0,,,,
4EE1,Mef-GAL4,31314/III,1,4E,2,,7/7/2014,Male,9,0,,,,
4EE1,Mef-GAL4,31314/III,1,4E,2,,7/7/2014,Female,16,0,,,,
4EE2,Mef-GAL4,31314/III,2,4E,2,,7/7/2014,Male,37,0,,,,
4EE2,Mef-GAL4,31314/III,2,4E,2,,7/7/2014,Female,34,0,,,,
2A2,C179-GAL4,36304/III,2,2A,1,,7/7/2014,Male,50,0,,,,
2A2,C179-GAL4,36304/III,2,2A,1,,7/7/2014,Female,47,0,,,,
3BBB1,Mhc-GAL4/TM6C,31528/III,1,3B,3,,7/7/2014,Male,15,8,,,,
3BBB1,Mhc-GAL4/TM6C,31528/III,1,3B,3,,7/7/2014,Female,8,2,,,,
5B2,"24B-GAL4/Tm3,sb",35137/III,2,5B,1,,7/7/2014,Male,1,15,,,,
5B2,"24B-GAL4/Tm3,sb",35137/III,2,5B,1,,7/7/2014,Female,9,13,,,,
2C1,C179-GAL4,35137/III,1,2C,1,,7/7/2014,Male,27,0,,,,
2C1,C179-GAL4,35137/III,1,2C,1,,7/7/2014,Female,23,0,,,,
2C2,C179-GAL4,35137/III,2,2C,1,,7/7/2014,Male,22,0,,,,
2C2,C179-GAL4,35137/III,2,2C,1,,7/7/2014,Female,28,0,,,,
3AAA1,Mhc-GAL4/TM6C,36304/III,1,3A,3,,7/7/2014,Male,11,7,,,,
3AAA1,Mhc-GAL4/TM6C,36304/III,1,3A,3,,7/7/2014,Female,7,16,,,,
4AA4,Mef-GAL4,32371/III,4,4A,2,,7/8/2014,Male,9,0,,,,
4AA4,Mef-GAL4,32371/III,4,4A,2,,7/8/2014,Female,6,0,,,,
5AA4,"24B-GAL4/Tm3,sb",36304/III,4,5A,2,,7/8/2014,Male,6,4,,,,
5AA4,"24B-GAL4/Tm3,sb",36304/III,4,5A,2,,7/8/2014,Female,11,0,,,,1 red eye was sb
5AAA3,"24B-GAL4/Tm3,sb",36304/III,3,5A,3,,7/8/2014,Male,0,5,,,,
5AAA3,"24B-GAL4/Tm3,sb",36304/III,3,5A,3,,7/8/2014,Female,9,2,,,,
3E4,Mhc-GAL4/TM6C,31529/III,4,3E,1,,7/8/2014,Male,1,1,,,,
3E4,Mhc-GAL4/TM6C,31529/III,4,3E,1,,7/8/2014,Female,0,1,,,,
3AA3,Mhc-GAL4/TM6C,36304/III,3,3A,2,,7/8/2014,Male,2,2,,,,
3AA3,Mhc-GAL4/TM6C,36304/III,3,3A,2,,7/8/2014,Female,1,1,,,,
4BB2,Mef-GAL4,36304/III,2,4B,2,,7/8/2014,Male,9,0,,,,
4BB2,Mef-GAL4,36304/III,2,4B,2,,7/8/2014,Female,3,0,,,,
4AAA2,Mef-GAL4,32371/III,2,4A,3,,7/8/2014,Male,18,0,,,,
4AAA2,Mef-GAL4,32371/III,2,4A,3,,7/8/2014,Female,19,0,,,,
2B2,C179-GAL4,32371/III,2,2B,1,,7/8/2014,Male,9,0,,,,
2B2,C179-GAL4,32371/III,2,2B,1,,7/8/2014,Female,9,0,,,,
3CC1,Mhc-GAL4/TM6C,34814/III,1,3C,2,,7/8/2014,Male,8,12,,,,
3CC1,Mhc-GAL4/TM6C,34814/III,1,3C,2,,7/8/2014,Female,9,8,,,,
2A1,C179-GAL4,36304/III,1,2A,1,,7/8/2014,Male,29,0,,,,
2A1,C179-GAL4,36304/III,1,2A,1,,7/8/2014,Female,15,0,,,,
4DDD1,Mef-GAL4,31039/III,1,4D,3,,7/8/2014,Male,6,0,,,,
4DDD1,Mef-GAL4,31039/III,1,4D,3,,7/8/2014,Female,11,0,,,,
4EEE1,Mef-GAL4,31314/III,1,4E,3,,7/8/2014,Male,15,0,,,,
4EEE1,Mef-GAL4,31314/III,1,4E,3,,7/8/2014,Female,11,0,,,,
2C2,C179-GAL4,35137/III,2,2C,1,,7/8/2014,Male,31,0,,,,
2C2,C179-GAL4,35137/III,2,2C,1,,7/8/2014,Female,30,0,,,,
2BB1,C179-GAL4,32371/III,1,2B,2,,7/8/2014,Male,37,0,,,,
2BB1,C179-GAL4,32371/III,1,2B,2,,7/8/2014,Female,30,0,,,,
2BB2,C179-GAL4,32371/III,2,2B,2,,7/8/2014,Male,11,0,,,,
2BB2,C179-GAL4,32371/III,2,2B,2,,7/8/2014,Female,12,0,,,,
2AA1,C179-GAL4,36304/III,1,2A,2,,7/8/2014,Male,37,0,,,,
2AA1,C179-GAL4,36304/III,1,2A,2,,7/8/2014,Female,42,0,,,,
2AA2,C179-GAL4,36304/III,2,2A,2,,7/8/2014,Male,5,0,,,,
2AA2,C179-GAL4,36304/III,2,2A,2,,7/8/2014,Female,32,0,,,,
3DD1,Mhc-GAL4/TM6C,41912/II,1,3D,2,,7/8/2014,Male,7,8,,,,some red eyed had curly wings
3DD1,Mhc-GAL4/TM6C,41912/II,1,3D,2,,7/8/2014,Female,10,12,,,,some red eyed had curly wings
3DD2,Mhc-GAL4/TM6C,41912/II,2,3D,2,,7/8/2014,Male,10,7,,,,
3DD2,Mhc-GAL4/TM6C,41912/II,2,3D,2,,7/8/2014,Female,11,11,,,,
5C1,"24B-GAL4/Tm3,sb",32371/III,1,5C,1,,7/8/2014,Male,16,28,,,,
5C1,"24B-GAL4/Tm3,sb",32371/III,1,5C,1,,7/8/2014,Female,27,29,,,,
2AAA1,C179-GAL4,36304/III,1,2A,3,,7/8/2014,Male,39,0,,,,
2AAA1,C179-GAL4,36304/III,1,2A,3,,7/8/2014,Female,35,0,,,,
3EEE1,Mhc-GAL4/TM6C,31529/III,1,3E,3,,7/8/2014,Male,20,12,,,,
3EEE1,Mhc-GAL4/TM6C,31529/III,1,3E,3,,7/8/2014,Female,11,22,,,,
1AAA1,Hand-GAL4,36304/III,1,1A,3,,7/8/2014,Male,36,0,,,,
1AAA1,Hand-GAL4,36304/III,1,1A,3,,7/8/2014,Female,31,0,,,,
2CCC1,C179-GAL4,35137/III,1,2C,3,,7/8/2014,Male,42,0,,,,
2CCC1,C179-GAL4,35137/III,1,2C,3,,7/8/2014,Female,59,0,,,,
3DDD1,Mhc-GAL4/TM6C,41912/II,1,3D,3,,7/8/2014,Male,18,26,,,,some red eyed had curly wings
3DDD1,Mhc-GAL4/TM6C,41912/II,1,3D,3,,7/8/2014,Female,10,32,,,,some red eyed had curly wings
2CC1,C179-GAL4,35137/III,1,2C,2,,7/8/2014,Male,45,0,,,,
2CC1,C179-GAL4,35137/III,1,2C,2,,7/8/2014,Female,60,0,,,,
2BBB1,C179-GAL4,32371/III,1,2B,3,,7/8/2014,Male,33,0,,,,
2BBB1,C179-GAL4,32371/III,1,2B,3,,7/8/2014,Female,35,0,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/8/2014,Male,12,6,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/8/2014,Female,20,5,,,,
5CC1,"24B-GAL4/Tm3,sb",32371/III,1,5C,2,,7/8/2014,Male,15,17,,,,
5CC1,"24B-GAL4/Tm3,sb",32371/III,1,5C,2,,7/8/2014,Female,9,15,,,,
3D6,Mhc-GAL4/TM6C,41912/II,6,3D,1,,7/9/2014,Male,7,3,,,,
3D6,Mhc-GAL4/TM6C,41912/II,6,3D,1,,7/9/2014,Female,8,8,,,,
1A2,Hand-GAL4,36304/III,2,1A,1,,7/9/2014,Male,3,0,,,,
1A2,Hand-GAL4,36304/III,2,1A,1,,7/9/2014,Female,1,0,,,,
3BBB1,Mhc-GAL4/TM6C,31528/III,1,3B,3,,7/9/2014,Male,4,4,,,,
3BBB1,Mhc-GAL4/TM6C,31528/III,1,3B,3,,7/9/2014,Female,1,1,,,,
5B1,"24B-GAL4/Tm3,sb",35137/III,1,5B,1,,7/9/2014,Male,0,10,,,,
5B1,"24B-GAL4/Tm3,sb",35137/III,1,5B,1,,7/9/2014,Female,1,15,,,,
2C1,C179-GAL4,35137/III,1,2C,1,,7/9/2014,Male,11,0,,,,
2C1,C179-GAL4,35137/III,1,2C,1,,7/9/2014,Female,8,0,,,,
2AA2,C179-GAL4,36304/III,2,2A,2,,7/9/2014,Male,34,0,,,,
2AA2,C179-GAL4,36304/III,2,2A,2,,7/9/2014,Female,19,0,,,,
2BBB1,C179-GAL4,32371/III,1,2B,3,,7/9/2014,Male,13,0,,,,
2BBB1,C179-GAL4,32371/III,1,2B,3,,7/9/2014,Female,10,0,,,,
4HH1,Mef-GAL4,31529/III,1,4H,2,,7/9/2014,Male,5,0,,,,
4HH1,Mef-GAL4,31529/III,1,4H,2,,7/9/2014,Female,14,0,,,,
4H1,Mef-GAL4,31529/III,1,4H,1,,7/10/2014,Male,5,0,,,,
4H1,Mef-GAL4,31529/III,1,4H,1,,7/10/2014,Female,9,0,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/10/2014,Male,9,26,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/10/2014,Female,10,16,,,,
5BB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,2,,7/10/2014,Male,0,15,,,,
5BB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,2,,7/10/2014,Female,5,17,,,,
3FF1,Mhc-GAL4/TM6C,31039/III,1,3F,2,,7/10/2014,Male,14,10,,,,
3FF1,Mhc-GAL4/TM6C,31039/III,1,3F,2,,7/10/2014,Female,16,11,,,,
4CCC3,Mef-GAL4,35137/III,3,4C,3,,7/11/2014,Male,1,0,,,,
4CCC3,Mef-GAL4,35137/III,3,4C,3,,7/11/2014,Female,0,0,,,,
5B2,"24B-GAL4/Tm3,sb",35137/III,2,5B,1,,7/11/2014,Male,3,7,,,,
5B2,"24B-GAL4/Tm3,sb",35137/III,2,5B,1,,7/11/2014,Female,3,11,,,,
5C1,"24B-GAL4/Tm3,sb",32371/III,1,5C,1,,7/11/2014,Male,3,8,,,,
5C1,"24B-GAL4/Tm3,sb",32371/III,1,5C,1,,7/11/2014,Female,5,6,,,,
5C2,"24B-GAL4/Tm3,sb",32371/III,2,5C,1,,7/11/2014,Male,8,10,,,,
5C2,"24B-GAL4/Tm3,sb",32371/III,2,5C,1,,7/11/2014,Female,15,5,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/11/2014,Male,6,6,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/11/2014,Female,6,4,,,,
5CC1,"24B-GAL4/Tm3,sb",32371/III,1,5C,2,,7/11/2014,Male,12,11,,,,
5CC1,"24B-GAL4/Tm3,sb",32371/III,1,5C,2,,7/11/2014,Female,8,11,,,,
5BB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,2,,7/11/2014,Male,0,8,,,,
5BB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,2,,7/11/2014,Female,2,6,,,,
3FF1,Mhc-GAL4/TM6C,31039/III,1,3F,2,,7/11/2014,Male,8,16,,,,
3FF1,Mhc-GAL4/TM6C,31039/III,1,3F,2,,7/11/2014,Female,11,13,,,,
5C1,"24B-GAL4/Tm3,sb",32371/III,1,5C,1,,7/14/2014,Male,4,5,,,,
5C1,"24B-GAL4/Tm3,sb",32371/III,1,5C,1,,7/14/2014,Female,5,2,,,,
4HH2,Mef-GAL4,31529/III,2,4H,2,,7/14/2014,Male,7,0,,,,
4HH2,Mef-GAL4,31529/III,2,4H,2,,7/14/2014,Female,10,0,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/14/2014,Male,7,12,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/14/2014,Female,8,9,,,,
5CC2,"24B-GAL4/Tm3,sb",32371/III,2,5C,2,,7/14/2014,Male,20,18,,,,
5CC2,"24B-GAL4/Tm3,sb",32371/III,2,5C,2,,7/14/2014,Female,21,17,,,,
5BB2,"24B-GAL4/Tm3,sb",35137/III,2,5B,2,,7/14/2014,Male,5,11,,,,
5BB2,"24B-GAL4/Tm3,sb",35137/III,2,5B,2,,7/14/2014,Female,8,11,,,,
3FF1,Mhc-GAL4/TM6C,31039/III,1,3F,2,,7/14/2014,Male,16,14,,,,
3FF1,Mhc-GAL4/TM6C,31039/III,1,3F,2,,7/14/2014,Female,11,7,,,,
3FF2,Mhc-GAL4/TM6C,31039/III,2,3F,2,,7/14/2014,Male,6,6,,,,
3FF2,Mhc-GAL4/TM6C,31039/III,2,3F,2,,7/14/2014,Female,13,5,,,,
3G1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,1,,7/14/2014,Male,4,,3,3,1,
3G1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,1,,7/14/2014,Female,4,,7,4,2,
3FFF1,Mhc-GAL4/TM6C,31039/III,1,3F,3,,7/14/2014,Male,13,9,,,,
3FFF1,Mhc-GAL4/TM6C,31039/III,1,3F,3,,7/14/2014,Female,20,11,,,,
3H1,Mhc-GAL4/TM6C,31314/III,1,3H,1,,7/14/2014,Male,13,8,,,,
3H1,Mhc-GAL4/TM6C,31314/III,1,3H,1,,7/14/2014,Female,12,10,,,,
3GG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,2,,7/14/2014,Male,6,,7,3,3,
3GG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,2,,7/14/2014,Female,6,,6,7,3,
5C2,"24B-GAL4/Tm3,sb",32371/III,2,5C,1,,7/15/2014,Male,7,11,,,,
5C2,"24B-GAL4/Tm3,sb",32371/III,2,5C,1,,7/15/2014,Female,8,7,,,,
4HH1,Mef-GAL4,31529/III,1,4H,2,,7/15/2014,Male,6,0,,,,
4HH1,Mef-GAL4,31529/III,1,4H,2,,7/15/2014,Female,8,0,,,,
4H1,Mef-GAL4,31529/III,1,4H,1,,7/15/2014,Male,1,0,,,,
4H1,Mef-GAL4,31529/III,1,4H,1,,7/15/2014,Female,0,0,,,,
3F2,Mhc-GAL4/TM6C,31039/III,2,3F,1,,7/15/2014,Male,15,19,,,,
3F2,Mhc-GAL4/TM6C,31039/III,2,3F,1,,7/15/2014,Female,18,16,,,,
3FFF1,Mhc-GAL4/TM6C,31039/III,1,3F,3,,7/15/2014,Male,7,10,,,,
3FFF1,Mhc-GAL4/TM6C,31039/III,1,3F,3,,7/15/2014,Female,8,7,,,,
5B2,"24B-GAL4/Tm3,sb",35137/III,2,5B,1,,7/16/2014,Male,0,3,,,,
5B2,"24B-GAL4/Tm3,sb",35137/III,2,5B,1,,7/16/2014,Female,5,5,,,,
5B3,"24B-GAL4/Tm3,sb",35137/III,3,5B,1,,7/16/2014,Male,1,11,,,,
5B3,"24B-GAL4/Tm3,sb",35137/III,3,5B,1,,7/16/2014,Female,8,8,,,,
4H2,Mef-GAL4,31529/III,2,4H,1,,7/16/2014,Male,8,0,,,,
4H2,Mef-GAL4,31529/III,2,4H,1,,7/16/2014,Female,7,0,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/16/2014,Male,3,3,,,,
3F1,Mhc-GAL4/TM6C,31039/III,1,3F,1,,7/16/2014,Female,3,1,,,,
5CC1,"24B-GAL4/Tm3,sb",32371/III,1,5C,2,,7/16/2014,Male,9,6,,,,
5CC1,"24B-GAL4/Tm3,sb",32371/III,1,5C,2,,7/16/2014,Female,6,9,,,,
3FF2,Mhc-GAL4/TM6C,31039/III,2,3F,2,,7/16/2014,Male,15,10,,,,
3FF2,Mhc-GAL4/TM6C,31039/III,2,3F,2,,7/16/2014,Female,12,7,,,,
3G1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,1,,7/16/2014,Male,8,,4,8,2,
3G1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,1,,7/16/2014,Female,7,,3,5,4,
3H1,Mhc-GAL4/TM6C,31314/III,1,3H,1,,7/16/2014,Male,14,10,,,,
3H1,Mhc-GAL4/TM6C,31314/III,1,3H,1,,7/16/2014,Female,10,10,,,,
3GG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,2,,7/16/2014,Male,6,,5,8,5,
3GG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,2,,7/16/2014,Female,10,,5,5,3,
4CCCC1,Mef-GAL4,35137/III,1,4C,4,,7/16/2014,Male,0,0,,,,
4CCCC1,Mef-GAL4,35137/III,1,4C,4,,7/16/2014,Female,1,0,,,,
3F2,Mhc-GAL4/TM6C,31039/III,2,3F,1,,7/17/2014,Male,7,7,,,,
3F2,Mhc-GAL4/TM6C,31039/III,2,3F,1,,7/17/2014,Female,5,9,,,,
5CC2,"24B-GAL4/Tm3,sb",32371/III,2,5C,2,,7/17/2014,Male,1,6,,,,
5CC2,"24B-GAL4/Tm3,sb",32371/III,2,5C,2,,7/17/2014,Female,6,4,,,,
5BB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,2,,7/17/2014,Male,1,12,,,,
5BB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,2,,7/17/2014,Female,7,9,,,,
3FF1,Mhc-GAL4/TM6C,31039/III,1,3F,2,,7/17/2014,Male,12,7,,,,
3FF1,Mhc-GAL4/TM6C,31039/III,1,3F,2,,7/17/2014,Female,5,8,,,,
3FFF1,Mhc-GAL4/TM6C,31039/III,1,3F,3,,7/17/2014,Male,19,13,,,,
3FFF1,Mhc-GAL4/TM6C,31039/III,1,3F,3,,7/17/2014,Female,7,12,,,,
5C2,"24B-GAL4/Tm3,sb",32371/III,2,5C,1,,7/18/2014,Male,4,7,,,,
5C2,"24B-GAL4/Tm3,sb",32371/III,2,5C,1,,7/18/2014,Female,1,4,,,,
4HH2,Mef-GAL4,31529/III,2,4H,2,,7/18/2014,Male,8,0,,,,
4HH2,Mef-GAL4,31529/III,2,4H,2,,7/18/2014,Female,4,0,,,,
3F2,Mhc-GAL4/TM6C,31039/III,2,3F,1,,7/18/2014,Male,7,2,,,,
3F2,Mhc-GAL4/TM6C,31039/III,2,3F,1,,7/18/2014,Female,5,4,,,,
5BB2,"24B-GAL4/Tm3,sb",35137/III,2,5B,2,,7/18/2014,Male,0,5,,,,
5BB2,"24B-GAL4/Tm3,sb",35137/III,2,5B,2,,7/18/2014,Female,5,9,,,,
3FF2,Mhc-GAL4/TM6C,31039/III,2,3F,2,,7/18/2014,Male,14,10,,,,
3FF2,Mhc-GAL4/TM6C,31039/III,2,3F,2,,7/18/2014,Female,13,13,,,,
4HHH1,Mef-GAL4,31529/III,1,4H,3,,7/18/2014,Male,6,0,,,,
4HHH1,Mef-GAL4,31529/III,1,4H,3,,7/18/2014,Female,9,0,,,,
5BBB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,3,,7/18/2014,Male,0,11,,,,
5BBB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,3,,7/18/2014,Female,0,17,,,,
5C3,"24B-GAL4/Tm3,sb",32371/III,3,5C,1,,7/21/2014,Male,3,6,,,,
5C3,"24B-GAL4/Tm3,sb",32371/III,3,5C,1,,7/21/2014,Female,11,8,,,,
4HH3,Mef-GAL4,31529/III,3,4H,2,,7/21/2014,Male,8,0,,,,
4HH3,Mef-GAL4,31529/III,3,4H,2,,7/21/2014,Female,12,0,,,,
4H3,Mef-GAL4,31529/III,3,4H,1,,7/21/2014,Male,13,0,,,,
4H3,Mef-GAL4,31529/III,3,4H,1,,7/21/2014,Female,9,0,,,,
3F2,Mhc-GAL4/TM6C,31039/III,2,3F,1,,7/21/2014,Male,8,9,,,,
3F2,Mhc-GAL4/TM6C,31039/III,2,3F,1,,7/21/2014,Female,7,9,,,,
3F3,Mhc-GAL4/TM6C,31039/III,3,3F,1,,7/21/2014,Male,4,2,,,,
3F3,Mhc-GAL4/TM6C,31039/III,3,3F,1,,7/21/2014,Female,6,6,,,,
5CC3,"24B-GAL4/Tm3,sb",32371/III,3,5C,2,,7/21/2014,Male,10,9,,,,
5CC3,"24B-GAL4/Tm3,sb",32371/III,3,5C,2,,7/21/2014,Female,7,9,,,,
3G1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,1,,7/21/2014,Male,7,,2,4,0,
3G1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,1,,7/21/2014,Female,10,,6,7,1,
3G2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,1,,7/21/2014,Male,9,,5,7,1,
3G2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,1,,7/21/2014,Female,8,,13,7,0,
3FFF1,Mhc-GAL4/TM6C,31039/III,1,3F,3,,7/21/2014,Male,8,5,,,,
3FFF1,Mhc-GAL4/TM6C,31039/III,1,3F,3,,7/21/2014,Female,16,19,,,,
3FFF2,Mhc-GAL4/TM6C,31039/III,2,3F,3,,7/21/2014,Male,16,16,,,,
3FFF2,Mhc-GAL4/TM6C,31039/III,2,3F,3,,7/21/2014,Female,19,23,,,,
3H2,Mhc-GAL4/TM6C,31314/III,2,3H,1,,7/21/2014,Male,6,5,,,,
3H2,Mhc-GAL4/TM6C,31314/III,2,3H,1,,7/21/2014,Female,14,5,,,,
3GG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,2,,7/21/2014,Male,11,,10,10,2,
3GG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,2,,7/21/2014,Female,8,,12,12,3,
5BBB2,"24B-GAL4/Tm3,sb",35137/III,2,5B,3,,7/21/2014,Male,0,18,,,,
5BBB2,"24B-GAL4/Tm3,sb",35137/III,2,5B,3,,7/21/2014,Female,6,15,,,,
3HH1,Mhc-GAL4/TM6C,31314/III,1,3H,2,,7/21/2014,Male,18,24,,,,
3HH1,Mhc-GAL4/TM6C,31314/III,1,3H,2,,7/21/2014,Female,22,15,,,,
3HHH1,Mhc-GAL4/TM6C,31314/III,1,3H,3,,7/21/2014,Male,12,15,,,,
3HHH1,Mhc-GAL4/TM6C,31314/III,1,3H,3,,7/21/2014,Female,15,12,,,,
5CCC1,"24B-GAL4/Tm3,sb",32371/III,1,5C,3,,7/21/2014,Male,12,11,,,,
5CCC1,"24B-GAL4/Tm3,sb",32371/III,1,5C,3,,7/21/2014,Female,12,16,,,,
4HH2,Mef-GAL4,31529/III,2,4H,2,,7/22/2014,Male,2,0,,,,
4HH2,Mef-GAL4,31529/III,2,4H,2,,7/22/2014,Female,4,0,,,,
4H2,Mef-GAL4,31529/III,2,4H,1,,7/22/2014,Male,0,0,,,,
4H2,Mef-GAL4,31529/III,2,4H,1,,7/22/2014,Female,1,0,,,,
4HHH1,Mef-GAL4,31529/III,1,4H,3,,7/22/2014,Male,4,0,,,,
4HHH1,Mef-GAL4,31529/III,1,4H,3,,7/22/2014,Female,3,0,,,,
3H1,Mhc-GAL4/TM6C,31314/III,1,3H,1,,7/22/2014,Male,11,10,,,,
3H1,Mhc-GAL4/TM6C,31314/III,1,3H,1,,7/22/2014,Female,5,7,,,,
3H2,Mhc-GAL4/TM6C,31314/III,2,3H,1,,7/22/2014,Male,16,16,,,,
3H2,Mhc-GAL4/TM6C,31314/III,2,3H,1,,7/22/2014,Female,24,12,,,,
