CrossName,Female,Male,Generation,Cross,Replicate,DateStarted,DateEclosed,Gender,WT,Cyo/Sb,Cyo,Sb,Cyo+Sb,Notes
3GG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,2,,7/22/2014,Male,11,,7,13,11,
3GG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,2,,7/22/2014,Female,11,,8,7,8,
3GGG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,3,,7/22/2014,Male,3,,6,13,3,
3GGG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,3,,7/22/2014,Female,4,,2,8,3,
5B3,"24B-GAL4/Tm3,sb",35137/III,3,5B,1,,7/23/2014,Male,4,9,,,,
5B3,"24B-GAL4/Tm3,sb",35137/III,3,5B,1,,7/23/2014,Female,5,16,,,,
5B4,"24B-GAL4/Tm3,sb",35137/III,4,5B,1,,7/23/2014,Male,0,14,,,,
5B4,"24B-GAL4/Tm3,sb",35137/III,4,5B,1,,7/23/2014,Female,3,9,,,,
5BB2,"24B-GAL4/Tm3,sb",35137/III,2,5B,2,,7/23/2014,Male,2,7,,,,
5BB2,"24B-GAL4/Tm3,sb",35137/III,2,5B,2,,7/23/2014,Female,6,5,,,,
5BB3,"24B-GAL4/Tm3,sb",35137/III,3,5B,2,,7/23/2014,Male,0,9,,,,
5BB3,"24B-GAL4/Tm3,sb",35137/III,3,5B,2,,7/23/2014,Female,9,11,,,,
3G2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,1,,7/23/2014,Male,9,,5,2,1,
3G2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,1,,7/23/2014,Female,6,,1,4,1,
4HHH2,Mef-GAL4,31529/III,2,4H,3,,7/23/2014,Male,5,0,,,,
4HHH2,Mef-GAL4,31529/III,2,4H,3,,7/23/2014,Female,6,0,,,,
3GG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,2,,7/23/2014,Male,6,,1,2,13,
3GG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,2,,7/23/2014,Female,5,,5,4,3,
5BBB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,3,,7/23/2014,Male,0,6,,,,
5BBB1,"24B-GAL4/Tm3,sb",35137/III,1,5B,3,,7/23/2014,Female,1,2,,,,
3HH1,Mhc-GAL4/TM6C,31314/III,1,3H,2,,7/23/2014,Male,8,3,,,,
3HH1,Mhc-GAL4/TM6C,31314/III,1,3H,2,,7/23/2014,Female,2,9,,,,
3H2,Mhc-GAL4/TM6C,31314/III,2,3H,1,,7/24/2014,Male,3,7,,,,
3H2,Mhc-GAL4/TM6C,31314/III,2,3H,1,,7/24/2014,Female,5,10,,,,
4F1,Mef-GAL4,"35144/Tm3,sb",1,4F,1,,7/24/2014,Male,3,11,,,,
4F1,Mef-GAL4,"35144/Tm3,sb",1,4F,1,,7/24/2014,Female,14,11,,,,
3GGG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,3,,7/25/2014,Male,4,,2,5,6,
3GGG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,3,,7/25/2014,Female,3,,3,4,3,
4F1,Mef-GAL4,"35144/Tm3,sb",1,4F,1,,7/25/2014,Male,12,7,,,,
4F1,Mef-GAL4,"35144/Tm3,sb",1,4F,1,,7/25/2014,Female,3,10,,,,
4CCCC2,Mef-GAL4,35137/III,2,4C,4,,7/28/2014,Male,1,0,,,,
4CCCC2,Mef-GAL4,35137/III,2,4C,4,,7/28/2014,Female,1,0,,,,
4H4,Mef-GAL4,31529/III,4,4H,1,,7/28/2014,Male,5,0,,,,
4H4,Mef-GAL4,31529/III,4,4H,1,,7/28/2014,Female,9,0,,,,
3G2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,1,,7/28/2014,Male,7,,5,3,2,
3G2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,1,,7/28/2014,Female,10,,3,4,1,
3G3,Mhc-GAL4/TM6C,"35144/Tm3,sb",3,3G,1,,7/28/2014,Male,7,,10,4,2,
3G3,Mhc-GAL4/TM6C,"35144/Tm3,sb",3,3G,1,,7/28/2014,Female,18,,8,7,3,
4HHH3,Mef-GAL4,31529/III,3,4H,3,,7/28/2014,Male,7,0,,,,
4HHH3,Mef-GAL4,31529/III,3,4H,3,,7/28/2014,Female,7,0,,,,
3GG3,Mhc-GAL4/TM6C,"35144/Tm3,sb",3,3G,2,,7/28/2014,Male,5,,15,7,6,
3GG3,Mhc-GAL4/TM6C,"35144/Tm3,sb",3,3G,2,,7/28/2014,Female,15,,6,12,6,
3HH1,Mhc-GAL4/TM6C,31314/III,1,3H,2,,7/28/2014,Male,4,4,,,,
3HH1,Mhc-GAL4/TM6C,31314/III,1,3H,2,,7/28/2014,Female,4,8,,,,
3HH2,Mhc-GAL4/TM6C,31314/III,2,3H,2,,7/28/2014,Male,18,17,,,,
3HH2,Mhc-GAL4/TM6C,31314/III,2,3H,2,,7/28/2014,Female,13,21,,,,
3HHH1,Mhc-GAL4/TM6C,31314/III,1,3H,3,,7/28/2014,Male,13,10,,,,
3HHH1,Mhc-GAL4/TM6C,31314/III,1,3H,3,,7/28/2014,Female,9,14,,,,
3HHH2,Mhc-GAL4/TM6C,31314/III,2,3H,3,,7/28/2014,Male,12,6,,,,
3HHH2,Mhc-GAL4/TM6C,31314/III,2,3H,3,,7/28/2014,Female,17,3,,,,
3GGG2,,"35144/Tm3,sb",2,3G,3,,7/28/2014,Male,9,,7,9,0,
3GGG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,3,,7/28/2014,Female,12,,9,6,2,
4F1,Mef-GAL4,"35144/Tm3,sb",1,4F,1,,7/28/2014,Male,6,18,,,,
4F1,Mef-GAL4,"35144/Tm3,sb",1,4F,1,,7/28/2014,Female,6,17,,,,
5B5,"24B-GAL4/Tm3,sb",35137/III,5,5B,1,,7/29/2014,Male,1,7,,,,
5B5,"24B-GAL4/Tm3,sb",35137/III,5,5B,1,,7/29/2014,Female,4,7,,,,
4HH3,Mef-GAL4,31529/III,3,4H,2,,7/29/2014,Male,3,0,,,,
4HH3,Mef-GAL4,31529/III,3,4H,2,,7/29/2014,Female,4,0,,,,
4H3,Mef-GAL4,31529/III,3,4H,1,,7/29/2014,Male,1,0,,,,
4H3,Mef-GAL4,31529/III,3,4H,1,,7/29/2014,Female,5,0,,,,
4HHH2,Mef-GAL4,31529/III,2,4H,3,,7/29/2014,Male,2,0,,,,
4HHH2,Mef-GAL4,31529/III,2,4H,3,,7/29/2014,Female,0,0,,,,
3H2,Mhc-GAL4/TM6C,31314/III,2,3H,1,,7/29/2014,Male,4,5,,,,
3H2,Mhc-GAL4/TM6C,31314/III,2,3H,1,,7/29/2014,Female,3,6,,,,
3GG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,2,,7/29/2014,Male,2,,3,6,4,
3GG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,2,,7/29/2014,Female,10,,3,6,7,
3HHH2,Mhc-GAL4/TM6C,31314/III,2,3H,3,,7/29/2014,Male,8,6,,,,
3HHH2,Mhc-GAL4/TM6C,31314/III,2,3H,3,,7/29/2014,Female,8,6,,,,
3GGG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,3,,7/29/2014,Male,5,,5,2,1,
3GGG1,Mhc-GAL4/TM6C,"35144/Tm3,sb",1,3G,3,,7/29/2014,Female,4,,1,3,2,
4CCCC2,Mef-GAL4,35137/III,2,4C,4,,7/30/2014,Male,2,0,,,,
4CCCC2,Mef-GAL4,35137/III,2,4C,4,,7/30/2014,Female,0,0,,,,
4F2,Mef-GAL4,"35144/Tm3,sb",2,4F,1,,7/30/2014,Male,8,9,,,,
4F2,Mef-GAL4,"35144/Tm3,sb",2,4F,1,,7/30/2014,Female,10,14,,,,
4F1,Mef-GAL4,"35144/Tm3,sb",1,4F,1,,7/31/2014,Male,0,12,,,,
4F1,Mef-GAL4,"35144/Tm3,sb",1,4F,1,,7/31/2014,Female,0,14,,,,
3GG3,Mhc-GAL4/TM6C,"35144/Tm3,sb",3,3G,2,,8/1/2014,Male,4,,3,7,8,
3GG3,Mhc-GAL4/TM6C,"35144/Tm3,sb",3,3G,2,,8/1/2014,Female,8,,2,4,5,
3GGG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,3,,8/1/2014,Male,5,,10,3,9,
3GGG2,Mhc-GAL4/TM6C,"35144/Tm3,sb",2,3G,3,,8/1/2014,Female,3,,6,4,10,
4F2,Mef-GAL4,"35144/Tm3,sb",2,4F,1,,8/1/2014,Male,12,13,,,,
4F2,Mef-GAL4,"35144/Tm3,sb",2,4F,1,,8/1/2014,Female,3,11,,,,
3G4,Mhc-GAL4/TM6C,"35144/Tm3,sb",4,3G,1,,8/4/2014,Male,11,,10,5,4,
3G4,Mhc-GAL4/TM6C,"35144/Tm3,sb",4,3G,1,,8/4/2014,Female,5,,9,9,5,
3GG4,Mhc-GAL4/TM6C,"35144/Tm3,sb",4,3G,2,,8/4/2014,Male,8,,4,4,5,
3GG4,Mhc-GAL4/TM6C,"35144/Tm3,sb",4,3G,2,,8/4/2014,Female,14,,7,13,5,
4F2,Mef-GAL4,"35144/Tm3,sb",2,4F,1,,8/4/2014,Male,5,8,,,,
4F2,Mef-GAL4,"35144/Tm3,sb",2,4F,1,,8/4/2014,Female,6,8,,,,
4FF1,Mef-GAL4,"35144/Tm3,sb",1,4F,2,,8/4/2014,Male,6,10,,,,
4FF1,Mef-GAL4,"35144/Tm3,sb",1,4F,2,,8/4/2014,Female,12,15,,,,
4FFF1,Mef-GAL4,"35144/Tm3,sb",1,4F,3,,8/4/2014,Male,3,5,,,,
4FFF1,Mef-GAL4,"35144/Tm3,sb",1,4F,3,,8/4/2014,Female,10,10,,,,
4HH4,Mef-GAL4,31529/III,4,4H,2,,8/5/2014,Male,1,0,,,,
4HH4,Mef-GAL4,31529/III,4,4H,2,,8/5/2014,Female,6,0,,,,
4H4,Mef-GAL4,31529/III,4,4H,1,,8/5/2014,Male,1,0,,,,
4H4,Mef-GAL4,31529/III,4,4H,1,,8/5/2014,Female,0,0,,,,
4HHH3,Mef-GAL4,31529/III,3,4H,3,,8/5/2014,Male,4,0,,,,
4HHH3,Mef-GAL4,31529/III,3,4H,3,,8/5/2014,Female,3,0,,,,
4F3,Mef-GAL4,"35144/Tm3,sb",3,4F,1,,8/6/2014,Male,10,8,,,,
4F3,Mef-GAL4,"35144/Tm3,sb",3,4F,1,,8/6/2014,Female,6,22,,,,
4FF1,Mef-GAL4,"35144/Tm3,sb",1,4F,2,,8/6/2014,Male,14,9,,,,
4FF1,Mef-GAL4,"35144/Tm3,sb",1,4F,2,,8/6/2014,Female,8,6,,,,
4FFF1,Mef-GAL4,"35144/Tm3,sb",1,4F,3,,8/6/2014,Male,11,17,,,,
4FFF1,Mef-GAL4,"35144/Tm3,sb",1,4F,3,,8/6/2014,Female,13,17,,,,
4F2,Mef-GAL4,"35144/Tm3,sb",2,4F,1,,8/7/2014,Male,2,6,,,,
4F2,Mef-GAL4,"35144/Tm3,sb",2,4F,1,,8/7/2014,Female,0,11,,,,
4F3,Mef-GAL4,"35144/Tm3,sb",3,4F,1,,8/8/2014,Male,9,11,,,,
4F3,Mef-GAL4,"35144/Tm3,sb",3,4F,1,,8/8/2014,Female,6,11,,,,
4FF1,Mef-GAL4,"35144/Tm3,sb",1,4F,2,,8/8/2014,Male,3,7,,,,
4FF1,Mef-GAL4,"35144/Tm3,sb",1,4F,2,,8/8/2014,Female,5,5,,,,
4FFF1,Mef-GAL4,"35144/Tm3,sb",1,4F,3,,8/8/2014,Male,5,10,,,,
4FFF1,Mef-GAL4,"35144/Tm3,sb",1,4F,3,,8/8/2014,Female,7,3,,,,
