"","Gender","Gene","UAS","Driver","Age"
"145","male","Atg5","27551","24B-Gal4",87
"146","female","Atg5","27551","24B-Gal4",14
"147","female","Atg5","27551","24B-Gal4",66
"148","male","Atg5","27551","24B-Gal4",70
"149","male","Atg5","27551","24B-Gal4",70
"150","female","Atg5","27551","24B-Gal4",98
"151","female","Atg5","27551","24B-Gal4",98
"152","female","Atg5","27551","24B-Gal4",94
"153","female","Atg5","27551","24B-Gal4",98
"154","male","Atg5","27551","24B-Gal4",57
"155","female","Atg5","27551","24B-Gal4",98
"156","female","Atg5","27551","24B-Gal4",79
"157","female","Atg5","27551","24B-Gal4",98
"158","female","Atg5","27551","24B-Gal4",73
"159","female","Atg5","27551","24B-Gal4",83
"160","female","Atg5","27551","24B-Gal4",35
"161","male","Atg5","27551","24B-Gal4",79
"162","male","Atg5","27551","24B-Gal4",73
"163","female","Atg5","27551","24B-Gal4",94
"164","female","Atg5","27551","24B-Gal4",98
"165","female","Atg5","27551","24B-Gal4",83
"166","male","Atg5","27551","24B-Gal4",45
"167","male","Atg5","27551","24B-Gal4",73
"168","male","Atg5","27551","24B-Gal4",87
"169","male","Atg5","27551","24B-Gal4",49
"170","female","Atg5","27551","24B-Gal4",83
"171","male","Atg5","27551","24B-Gal4",73
"172","male","Atg5","27551","24B-Gal4",66
"173","female","Atg5","27551","24B-Gal4",98
"174","female","Atg5","27551","24B-Gal4",79
"175","female","Atg5","27551","24B-Gal4",79
"176","female","Atg5","27551","24B-Gal4",93
"177","male","Atg5","27551","24B-Gal4",78
"178","male","Atg5","27551","24B-Gal4",69
"179","male","Atg5","27551","24B-Gal4",66
"180","female","Atg5","27551","24B-Gal4",93
"181","male","Atg5","27551","24B-Gal4",45
"182","male","Atg5","27551","24B-Gal4",52
"183","male","Atg5","27551","24B-Gal4",90
"184","male","Atg5","27551","24B-Gal4",52
"185","male","Atg5","27551","24B-Gal4",60
"186","male","Atg5","27551","24B-Gal4",69
"187","male","Atg5","27551","24B-Gal4",60
"188","male","Atg5","27551","24B-Gal4",48
"189","female","Atg5","27551","24B-Gal4",97
"190","female","Atg5","27551","24B-Gal4",90
"191","male","Atg5","27551","24B-Gal4",59
"192","male","Atg5","27551","24B-Gal4",82
"193","male","Atg5","27551","24B-Gal4",45
"194","female","Atg5","27551","24B-Gal4",93
"195","female","Atg5","27551","24B-Gal4",93
"196","male","Atg5","27551","24B-Gal4",45
"197","female","Atg5","27551","24B-Gal4",97
"198","male","Atg5","27551","24B-Gal4",72
"199","male","Atg5","27551","24B-Gal4",68
"200","male","Atg5","27551","24B-Gal4",78
"201","female","Atg5","27551","24B-Gal4",97
"202","female","Atg5","27551","24B-Gal4",82
"203","male","Atg5","27551","24B-Gal4",86
"204","male","Atg5","27551","24B-Gal4",86
"205","male","Atg5","27551","24B-Gal4",72
"206","male","Atg5","27551","24B-Gal4",59
"207","female","Atg5","27551","24B-Gal4",97
"208","male","Atg5","27551","24B-Gal4",45
"209","male","Atg8b","27554","24B-Gal4",73
"210","male","Atg8b","27554","24B-Gal4",38
"211","male","Atg8b","27554","24B-Gal4",76
"212","female","Atg8b","27554","24B-Gal4",81
"213","male","Atg8b","27554","24B-Gal4",52
"214","female","Atg8b","27554","24B-Gal4",93
"215","male","Atg8b","27554","24B-Gal4",52
"216","female","Atg8b","27554","24B-Gal4",82
"217","male","Atg8b","27554","24B-Gal4",39
"218","female","Atg8b","27554","24B-Gal4",45
"219","female","Atg8b","27554","24B-Gal4",78
"220","female","Atg8b","27554","24B-Gal4",69
"221","female","Atg8b","27554","24B-Gal4",82
"222","male","Atg8b","27554","24B-Gal4",75
"223","female","Atg8b","27554","24B-Gal4",88
"224","female","Atg8b","27554","24B-Gal4",97
"225","male","Atg8b","27554","24B-Gal4",60
"226","male","Atg8b","27554","24B-Gal4",47
"227","male","Atg8b","27554","24B-Gal4",86
"228","male","Atg8b","27554","24B-Gal4",81
"229","male","Atg8b","27554","24B-Gal4",62
"230","female","Atg8b","27554","24B-Gal4",78
"231","male","Atg8b","27554","24B-Gal4",54
"232","female","Atg8b","27554","24B-Gal4",75
"233","male","Atg8b","27554","24B-Gal4",53
"234","male","Atg8b","27554","24B-Gal4",60
"235","male","Atg8b","27554","24B-Gal4",45
"236","female","Atg8b","27554","24B-Gal4",81
"237","male","Atg8b","27554","24B-Gal4",39
"238","female","Atg8b","27554","24B-Gal4",79
"239","female","Atg8b","27554","24B-Gal4",75
"240","female","Atg8b","27554","24B-Gal4",59
"241","male","Atg8b","27554","24B-Gal4",53
"242","male","Atg8b","27554","24B-Gal4",54
"243","male","Atg8b","27554","24B-Gal4",40
"244","female","Atg8b","27554","24B-Gal4",102
"245","female","Atg8b","27554","24B-Gal4",62
"246","female","Atg8b","27554","24B-Gal4",86
"247","female","Atg8b","27554","24B-Gal4",81
"248","female","Atg8b","27554","24B-Gal4",59
"249","female","Atg8b","27554","24B-Gal4",84
"250","female","Atg8b","27554","24B-Gal4",98
"251","male","Atg8b","27554","24B-Gal4",52
"252","female","Atg8b","27554","24B-Gal4",69
"253","male","Atg8b","27554","24B-Gal4",90
"254","female","Atg8b","27554","24B-Gal4",81
"255","female","Atg8b","27554","24B-Gal4",86
"256","female","Atg8b","27554","24B-Gal4",73
"257","female","Atg8b","27554","24B-Gal4",98
"258","male","Atg8b","27554","24B-Gal4",80
"259","male","Atg8b","27554","24B-Gal4",53
"260","male","Atg8b","27554","24B-Gal4",78
"261","female","Atg8b","27554","24B-Gal4",94
"262","male","Atg8b","27554","24B-Gal4",77
"263","female","Atg8b","27554","24B-Gal4",102
"264","male","Atg8b","27554","24B-Gal4",77
"265","female","Atg8b","27554","24B-Gal4",90
"266","female","Atg8b","27554","24B-Gal4",98
"267","male","Atg8b","27554","24B-Gal4",40
"268","male","Atg8b","27554","24B-Gal4",53
"269","female","Atg8b","27554","24B-Gal4",98
"270","female","Atg8b","27554","24B-Gal4",92
"271","male","Atg8b","27554","24B-Gal4",67
"272","male","Atg8b","27554","24B-Gal4",70
"273","male","Atg8b","27554","24B-Gal4",70
"274","female","Atg8b","27554","24B-Gal4",99
"275","female","Atg8b","27554","24B-Gal4",75
"276","female","Atg8b","27554","24B-Gal4",78
"277","female","Atg8b","27554","24B-Gal4",75
"278","male","Atg8b","27554","24B-Gal4",70
"279","female","Atg8b","27554","24B-Gal4",61
"280","female","Atg8b","27554","24B-Gal4",91
"281","female","Atg8b","27554","24B-Gal4",61
"282","male","Atg8b","27554","24B-Gal4",70
"283","male","Atg8b","27554","24B-Gal4",80
"284","male","Atg8b","27554","24B-Gal4",39
"285","female","Atg8b","27554","24B-Gal4",33
"286","male","Atg8b","27554","24B-Gal4",84
"287","female","Atg8b","27554","24B-Gal4",95
"288","female","Atg8b","27554","24B-Gal4",95
"289","male","Atg8b","27554","24B-Gal4",77
"290","female","Atg8b","27554","24B-Gal4",79
"291","male","Atg8b","27554","24B-Gal4",70
"292","male","Atg8b","27554","24B-Gal4",28
"293","female","Atg8b","27554","24B-Gal4",57
"294","female","Atg8b","27554","24B-Gal4",94
"295","male","Atg8b","27554","24B-Gal4",56
"296","male","Atg8b","27554","24B-Gal4",56
"297","male","Atg8b","27554","24B-Gal4",49
"298","female","Atg8b","27554","24B-Gal4",57
"299","female","Atg8b","27554","24B-Gal4",83
"300","female","Atg8b","27554","24B-Gal4",98
"301","female","Atg8b","27554","24B-Gal4",89
"302","male","Atg8b","27554","24B-Gal4",35
"303","male","Atg8b","27554","24B-Gal4",38
"304","female","Atg8b","27554","24B-Gal4",98
"305","female","Atg8b","27554","24B-Gal4",73
"306","female","Atg8b","27554","24B-Gal4",73
"307","male","Atg8b","27554","24B-Gal4",49
"308","female","Atg8b","27554","24B-Gal4",98
"309","male","HLH106","34073","24B-Gal4",56
"310","male","HLH106","34073","24B-Gal4",56
"311","female","HLH106","34073","24B-Gal4",100
"312","female","HLH106","34073","24B-Gal4",96
"313","male","HLH106","34073","24B-Gal4",56
"314","female","HLH106","34073","24B-Gal4",100
"315","male","HLH106","34073","24B-Gal4",53
"316","female","HLH106","34073","24B-Gal4",100
"317","female","HLH106","34073","24B-Gal4",102
"318","male","HLH106","34073","24B-Gal4",42
"319","male","HLH106","34073","24B-Gal4",61
"320","male","HLH106","34073","24B-Gal4",65
"321","female","HLH106","34073","24B-Gal4",72
"322","female","HLH106","34073","24B-Gal4",100
"323","male","HLH106","34073","24B-Gal4",61
"324","female","HLH106","34073","24B-Gal4",65
"325","female","HLH106","34073","24B-Gal4",94
"326","female","HLH106","34073","24B-Gal4",97
"327","female","HLH106","34073","24B-Gal4",72
"328","male","HLH106","34073","24B-Gal4",73
"329","female","HLH106","34073","24B-Gal4",58
"330","female","HLH106","34073","24B-Gal4",96
"331","male","HLH106","34073","24B-Gal4",10
"332","male","HLH106","34073","24B-Gal4",45
"333","male","HLH106","34073","24B-Gal4",65
"334","male","HLH106","34073","24B-Gal4",65
"335","male","HLH106","34073","24B-Gal4",70
"336","male","HLH106","34073","24B-Gal4",61
"337","female","HLH106","34073","24B-Gal4",72
"338","female","HLH106","34073","24B-Gal4",89
"339","male","HLH106","34073","24B-Gal4",91
"340","male","HLH106","34073","24B-Gal4",35
"341","male","HLH106","34073","24B-Gal4",65
"342","male","HLH106","34073","24B-Gal4",49
"343","female","HLH106","34073","24B-Gal4",68
"344","male","HLH106","34073","24B-Gal4",91
"345","female","HLH106","34073","24B-Gal4",86
"346","male","HLH106","34073","24B-Gal4",35
"347","female","HLH106","34073","24B-Gal4",97
"348","male","HLH106","34073","24B-Gal4",66
"349","male","HLH106","34073","24B-Gal4",33
"350","male","HLH106","34073","24B-Gal4",49
"351","female","HLH106","34073","24B-Gal4",98
"352","male","HLH106","34073","24B-Gal4",47
"353","male","HLH106","34073","24B-Gal4",39
"354","female","HLH106","34073","24B-Gal4",66
"355","female","HLH106","34073","24B-Gal4",57
"356","male","HLH106","34073","24B-Gal4",101
"357","male","HLH106","34073","24B-Gal4",70
"358","male","HLH106","34073","24B-Gal4",52
"359","female","HLH106","34073","24B-Gal4",66
"360","female","HLH106","34073","24B-Gal4",49
"361","female","HLH106","34073","24B-Gal4",66
"362","female","HLH106","34073","24B-Gal4",66
"363","female","HLH106","34073","24B-Gal4",57
"364","female","HLH106","34073","24B-Gal4",66
"365","male","HLH106","34073","24B-Gal4",38
"366","male","HLH106","34073","24B-Gal4",56
"367","male","HLH106","34073","24B-Gal4",45
"368","male","HLH106","34073","24B-Gal4",90
"369","female","HLH106","34073","24B-Gal4",66
"370","female","HLH106","34073","24B-Gal4",66
"371","female","HLH106","34073","24B-Gal4",70
"372","male","HLH106","34073","24B-Gal4",31
"373","male","HLH106","34073","24B-Gal4",63
"374","female","HLH106","34073","24B-Gal4",52
"375","male","HLH106","34073","24B-Gal4",35
"376","female","HLH106","34073","24B-Gal4",52
"377","male","HLH106","34073","24B-Gal4",56
"378","male","HLH106","34073","24B-Gal4",45
"379","female","HLH106","34073","24B-Gal4",66
"380","male","HLH106","34073","24B-Gal4",31
"381","female","HLH106","34073","24B-Gal4",17
"382","female","HLH106","34073","24B-Gal4",17
"383","male","HLH106","34073","24B-Gal4",56
"384","male","HLH106","34073","24B-Gal4",66
"385","female","HLH106","34073","24B-Gal4",63
"386","female","HLH106","34073","24B-Gal4",66
"387","male","HLH106","34073","24B-Gal4",79
"388","female","HLH106","34073","24B-Gal4",101
"389","female","HLH106","34073","24B-Gal4",101
"390","male","HLH106","34073","24B-Gal4",86
"391","female","HLH106","34073","24B-Gal4",73
"392","female","HLH106","34073","24B-Gal4",90
"393","female","HLH106","34073","24B-Gal4",104
"394","male","HLH106","34073","24B-Gal4",86
"395","female","HLH106","34073","24B-Gal4",101
"396","female","HLH106","34073","24B-Gal4",79
"397","male","HLH106","34073","24B-Gal4",48
"398","female","HLH106","34073","24B-Gal4",97
"399","male","HLH106","34073","24B-Gal4",61
"400","male","HLH106","34073","24B-Gal4",90
"401","male","HLH106","34073","24B-Gal4",86
"402","male","HLH106","34073","24B-Gal4",59
"403","male","HLH106","34073","24B-Gal4",82
"404","female","HLH106","34073","24B-Gal4",97
"405","male","HLH106","34073","24B-Gal4",82
"406","female","HLH106","34073","24B-Gal4",104
"407","male","HLH106","34073","24B-Gal4",42
"408","male","HLH106","34073","24B-Gal4",57
"409","male","HLH106","34073","24B-Gal4",57
"410","male","HLH106","34073","24B-Gal4",38
"411","male","HLH106","34073","24B-Gal4",66
"412","male","HLH106","34073","24B-Gal4",45
"413","male","HLH106","34073","24B-Gal4",45
"414","male","HLH106","34073","24B-Gal4",49
"415","female","HLH106","34073","24B-Gal4",98
"416","female","HLH106","34073","24B-Gal4",90
"417","female","HLH106","34073","24B-Gal4",101
"418","female","HLH106","34073","24B-Gal4",98
"419","male","HLH106","34073","24B-Gal4",49
"420","female","HLH106","34073","24B-Gal4",101
"421","female","HLH106","34073","24B-Gal4",101
"422","female","HLH106","34073","24B-Gal4",101
"423","male","HLH106","34073","24B-Gal4",38
"424","male","HLH106","34073","24B-Gal4",57
"425","male","HLH106","34073","24B-Gal4",70
"426","female","HLH106","34073","24B-Gal4",104
"427","male","HLH106","34073","24B-Gal4",52
"428","female","HLH106","34073","24B-Gal4",101
"429","female","HLH106","34073","24B-Gal4",104
"430","male","Atg8a","34340","24B-Gal4",47
"431","male","Atg8a","34340","24B-Gal4",32
"432","male","Atg8a","34340","24B-Gal4",35
"433","male","Atg8a","34340","24B-Gal4",54
"434","male","Atg8a","34340","24B-Gal4",81
"435","male","Atg8a","34340","24B-Gal4",81
"436","male","Atg8a","34340","24B-Gal4",57
"437","male","Atg8a","34340","24B-Gal4",28
"438","male","Atg8a","34340","24B-Gal4",81
"439","male","Atg8a","34340","24B-Gal4",54
"440","male","Atg8a","34340","24B-Gal4",47
"441","male","Atg8a","34340","24B-Gal4",40
"442","male","Atg8a","34340","24B-Gal4",54
"443","male","Atg8a","34340","24B-Gal4",56
"444","male","Atg8a","34340","24B-Gal4",38
"445","male","Atg8a","34340","24B-Gal4",54
"446","female","Atg8a","34340","24B-Gal4",40
"447","male","Atg8a","34340","24B-Gal4",49
"448","male","Atg8a","34340","24B-Gal4",54
"449","male","Atg8a","34340","24B-Gal4",49
"450","male","Atg8a","34340","24B-Gal4",38
"451","female","Atg8a","34340","24B-Gal4",56
"452","male","Atg8a","34340","24B-Gal4",47
"453","male","Atg8a","34340","24B-Gal4",52
"454","male","Atg8a","34340","24B-Gal4",42
"455","male","Atg8a","34340","24B-Gal4",29
"456","male","Atg8a","34340","24B-Gal4",43
"457","male","Atg8a","34340","24B-Gal4",52
"458","male","Atg8a","34340","24B-Gal4",42
"459","male","Atg8a","34340","24B-Gal4",22
"460","male","Atg8a","34340","24B-Gal4",42
"461","female","Atg8a","34340","24B-Gal4",50
"462","male","Atg8a","34340","24B-Gal4",49
"463","male","Atg8a","34340","24B-Gal4",35
"464","male","Atg8a","34340","24B-Gal4",49
"465","female","Atg8a","34340","24B-Gal4",71
"466","female","Atg8a","34340","24B-Gal4",79
"467","male","Atg8a","34340","24B-Gal4",41
"468","male","Atg8a","34340","24B-Gal4",73
"469","male","Atg8a","34340","24B-Gal4",49
"470","male","Atg8a","34340","24B-Gal4",28
"471","female","Atg8a","34340","24B-Gal4",34
"472","male","Atg8a","34340","24B-Gal4",73
"473","male","Atg8a","34340","24B-Gal4",35
"474","female","Atg8a","34340","24B-Gal4",44
"475","male","Atg8a","34340","24B-Gal4",69
"476","male","Atg8a","34340","24B-Gal4",37
"477","male","Atg8a","34340","24B-Gal4",73
"478","male","Atg8a","34340","24B-Gal4",66
"479","female","Atg8a","34340","24B-Gal4",66
"480","male","Atg8a","34340","24B-Gal4",35
"481","male","Atg8a","34340","24B-Gal4",56
"482","female","Atg8a","34340","24B-Gal4",9
"483","male","Atg8a","34340","24B-Gal4",37
"484","male","Atg8a","34340","24B-Gal4",65
"485","male","Atg8a","34340","24B-Gal4",65
"486","female","Atg8a","34340","24B-Gal4",79
"1100","female","Control","36304","Hand-GAL4",91
"2100","female","Control","36304","Hand-GAL4",84
"3100","female","Control","36304","Hand-GAL4",71
"4500","male","Control","36304","Hand-GAL4",48
"5100","male","Control","36304","Hand-GAL4",83
"6100","male","Control","36304","Hand-GAL4",28
"751","male","Control","36304","Hand-GAL4",79
"810","female","Control","36304","Hand-GAL4",91
"910","male","Control","36304","Hand-GAL4",80
"1010","female","Control","36304","Hand-GAL4",93
"1110","male","Control","36304","Hand-GAL4",66
"1210","male","Control","36304","Hand-GAL4",84
"1310","female","Control","36304","Hand-GAL4",71
"1410","female","Control","36304","Hand-GAL4",97
"1510","female","Control","36304","Hand-GAL4",75
"16100","female","Control","36304","Hand-GAL4",92
"17100","male","Control","36304","Hand-GAL4",76
"1810","female","Control","36304","Hand-GAL4",91
"1910","female","Control","36304","Hand-GAL4",96
"2010","female","Control","36304","Hand-GAL4",87
"2110","male","Control","36304","Hand-GAL4",97
"2210","female","Control","36304","Hand-GAL4",91
"2310","female","Control","36304","Hand-GAL4",35
"2410","male","Control","36304","Hand-GAL4",87
"2510","female","Control","36304","Hand-GAL4",87
"2610","male","Control","36304","Hand-GAL4",83
"2710","male","Control","36304","Hand-GAL4",81
"2810","female","Control","36304","Hand-GAL4",84
"2910","male","Control","36304","Hand-GAL4",77
"3010","male","Control","36304","Hand-GAL4",49
"3110","male","Control","36304","Hand-GAL4",77
"3210","female","Control","36304","Hand-GAL4",88
"3310","female","Control","36304","Hand-GAL4",97
"3410","female","Control","36304","Hand-GAL4",28
"3510","female","Control","36304","Hand-GAL4",91
"3610","female","Control","36304","Hand-GAL4",88
"3710","female","Control","36304","Hand-GAL4",88
"3810","female","Control","36304","Hand-GAL4",87
"3910","female","Control","36304","Hand-GAL4",87
"4010","female","Control","36304","Hand-GAL4",86
"41100","female","Control","36304","Hand-GAL4",92
"42100","female","Control","36304","Hand-GAL4",88
"43100","female","Control","36304","Hand-GAL4",86
"44100","male","Control","36304","Hand-GAL4",37
"4510","male","Control","36304","Hand-GAL4",71
"4610","female","Control","36304","Hand-GAL4",81
"4710","male","Control","36304","Hand-GAL4",68
"4810","male","Control","36304","Hand-GAL4",76
"4910","male","Control","36304","Hand-GAL4",78
"5010","male","Control","36304","Hand-GAL4",62
"5110","female","Control","36304","Hand-GAL4",92
"5210","male","Control","36304","Hand-GAL4",77
"5310","female","Control","36304","Hand-GAL4",87
"5410","female","Control","36304","Hand-GAL4",96
"5510","female","Control","36304","Hand-GAL4",93
"56100","male","Control","36304","Hand-GAL4",66
"57100","female","Control","36304","Hand-GAL4",65
"5822","female","Control","36304","Hand-GAL4",71
"5910","female","Control","36304","Hand-GAL4",78
"6010","female","Control","36304","Hand-GAL4",85
"6110","female","Control","36304","Hand-GAL4",96
"6210","female","Control","36304","Hand-GAL4",88
"6310","male","Control","36304","Hand-GAL4",64
"6410","female","Control","36304","Hand-GAL4",96
"6510","female","Control","36304","Hand-GAL4",96
"6610","female","Control","36304","Hand-GAL4",87
"6710","female","Control","36304","Hand-GAL4",92
"6810","male","Control","36304","Hand-GAL4",71
"6910","female","Control","36304","Hand-GAL4",49
"7010","male","Control","36304","Hand-GAL4",83
"7110","female","Control","36304","Hand-GAL4",49
"7210","female","Control","36304","Hand-GAL4",26
"7310","male","Control","36304","Hand-GAL4",73
"7410","male","Control","36304","Hand-GAL4",70
"752","male","Control","36304","Hand-GAL4",78
"761","female","Control","36304","Hand-GAL4",83
"771","male","Control","36304","Hand-GAL4",44
"781","female","Control","36304","Hand-GAL4",96
"791","male","Control","36304","Hand-GAL4",81
"801","female","Control","36304","Hand-GAL4",93
"811","female","Control","36304","Hand-GAL4",97
"821","male","Control","36304","Hand-GAL4",76
"831","female","Control","36304","Hand-GAL4",92
"841","female","Control","36304","Hand-GAL4",88
"851","female","Control","36304","Hand-GAL4",84
"861","male","Control","36304","Hand-GAL4",70
"871","male","Control","36304","Hand-GAL4",68
"881","female","Control","36304","Hand-GAL4",63
"891","female","Control","36304","Hand-GAL4",66
"901","male","Control","36304","Hand-GAL4",80
"911","female","Control","36304","Hand-GAL4",91
"921","female","Control","36304","Hand-GAL4",93
"931","female","Control","36304","Hand-GAL4",96
"941","male","Control","36304","Hand-GAL4",63
"951","male","Control","36304","Hand-GAL4",93
"961","female","Control","36304","Hand-GAL4",88
"971","female","Control","36304","Hand-GAL4",59
"981","male","Control","36304","Hand-GAL4",82
"991","female","Control","36304","Hand-GAL4",50
"1001","female","Control","36304","Hand-GAL4",92
"1011","male","Control","36304","Hand-GAL4",59
"1021","male","Control","36304","Hand-GAL4",101
"1031","male","Control","36304","Hand-GAL4",108
"1041","female","Control","36304","Hand-GAL4",102
"1051","female","Control","36304","Hand-GAL4",49
"1061","female","Control","36304","Hand-GAL4",100
"1071","male","Control","36304","Hand-GAL4",83
"1081","male","Control","36304","Hand-GAL4",73
"1091","male","Control","36304","Hand-GAL4",71
"1101","female","Control","36304","Hand-GAL4",92
"1111","male","Control","36304","Hand-GAL4",94
"1121","female","Control","36304","Hand-GAL4",94
"1131","male","Control","36304","Hand-GAL4",77
"1141","male","Control","36304","Hand-GAL4",82
"1151","male","Control","36304","Hand-GAL4",86
