"","UAS","CrossName","Gender","Phenotype","Birth.Date","Death.Date","Accidental","Notes","Generation","Cross","Replicate","DateStarted","Male","Female","Age","Driver","Gene","Genotype"
"1","31039","D1","female","tm6b/sb",2013-06-05,2013-08-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",85,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"2","31039","D2","female","wt",2013-06-12,2013-08-22,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",71,"24B-Gal4","Tsc1","shRNA/GAL4"
"3","31039","D1","female","tm6b/sb",2013-06-05,2013-08-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",85,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"4","31039","D1","male","wt",2013-06-03,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",56,"24B-Gal4","Tsc1","shRNA/GAL4"
"5","31039","D1","female","tm6b/sb",2013-06-05,2013-08-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",85,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"6","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"7","31039","D1","female","tm6b/sb",2013-06-05,2013-08-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",85,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"8","31039","D2","female","wt",2013-06-12,2013-08-22,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",71,"24B-Gal4","Tsc1","shRNA/GAL4"
"9","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"10","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"11","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"12","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"13","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"14","31039","D1","female","wt",2013-06-05,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",64,"24B-Gal4","Tsc1","shRNA/GAL4"
"15","31039","D1","female","wt",2013-06-05,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",64,"24B-Gal4","Tsc1","shRNA/GAL4"
"16","31039","D2","male","sb",2013-06-09,2013-08-01,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"17","31039","D1","female","tm6b/sb",2013-06-05,2013-08-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",85,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"18","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"19","31039","D1","female","sb",2013-06-03,2013-08-05,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",63,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"20","31039","D1","female","sb",2013-06-03,2013-08-05,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",63,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"21","31039","D1","female","sb",2013-06-03,2013-08-05,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",63,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"22","31039","D1","female","sb",2013-06-03,2013-08-05,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",63,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"23","31039","D1","female","sb",2013-06-05,2013-09-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",93,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"24","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"25","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"26","31039","D1","male","tm6b",2013-06-06,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","GAL4/Tm6B"
"27","31039","D1","male","tm6b",2013-06-06,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","GAL4/Tm6B"
"28","31039","D1","male","tm6b",2013-06-06,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","GAL4/Tm6B"
"29","31039","D1","male","tm6b",2013-06-06,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","GAL4/Tm6B"
"30","31039","D1","male","tm6b",2013-06-06,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","GAL4/Tm6B"
"31","31039","D1","male","wt",2013-06-03,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",56,"24B-Gal4","Tsc1","shRNA/GAL4"
"32","31039","D1","male","wt",2013-06-03,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",56,"24B-Gal4","Tsc1","shRNA/GAL4"
"33","31039","D1","male","wt",2013-06-03,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",56,"24B-Gal4","Tsc1","shRNA/GAL4"
"34","31039","J1","female","wt",2013-06-10,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",36,"24B-Gal4","Tsc1","shRNA/GAL4"
"35","31039","J1","female","wt",2013-06-10,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",36,"24B-Gal4","Tsc1","shRNA/GAL4"
"36","31039","J1","female","wt",2013-06-10,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",36,"24B-Gal4","Tsc1","shRNA/GAL4"
"37","31039","J1","male","ser",2013-06-09,2013-08-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",58,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"38","31039","J1","male","ser",2013-06-09,2013-08-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",58,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"39","31039","J1","male","ser",2013-06-09,2013-08-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",58,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"40","31039","J1","male","ser",2013-06-09,2013-08-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",58,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"41","31039","J1","male","ser",2013-06-09,2013-08-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",58,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"42","31039","J1","male","ser",2013-06-09,2013-08-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-ser",1,"5/29/2013","31039/Tm6B","24B-Gal4/Tm3-ser",58,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"43","31039","D1","female","wt",2013-06-05,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",64,"24B-Gal4","Tsc1","shRNA/GAL4"
"44","31039","D2","male","sb",2013-06-09,2013-08-01,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"45","31039","D2","male","sb",2013-06-09,2013-08-01,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"46","31039","D2","male","sb",2013-06-09,2013-08-01,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"47","31039","D2","female","sb",2013-06-09,2013-08-08,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",60,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"48","31039","D2","female","sb",2013-06-09,2013-08-08,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",60,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"49","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"50","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"51","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"52","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"53","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"54","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"55","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"56","31039","D1","male","wt",2013-06-06,2013-07-16,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","shRNA/GAL4"
"57","31039","D1","female","sb",2013-06-03,2013-08-05,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",63,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"58","31039","D1","female","sb",2013-06-03,2013-08-05,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",63,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"59","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"60","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"61","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"62","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"63","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"64","31039","D1","female","sb",2013-06-03,2013-08-08,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",66,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"65","31039","D1","male","tm6b",2013-06-06,2013-07-29,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",53,"24B-Gal4","Tsc1","GAL4/Tm6B"
"66","31039","D3","female","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"67","31039","D3","male","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"68","31039","D3","male","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"69","31039","D3","male","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"70","31039","D3","male","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"71","31039","D3","female","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"72","31039","D3","female","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"73","31039","D3","female","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"74","31039","D3","female","wt",2013-06-16,2013-07-23,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",37,"24B-Gal4","Tsc1","shRNA/GAL4"
"75","31039","D3","female","tm6b",2013-06-18,2013-09-19,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",93,"24B-Gal4","Tsc1","GAL4/Tm6B"
"76","31039","D3","female","tm6b",2013-06-18,2013-09-19,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",93,"24B-Gal4","Tsc1","GAL4/Tm6B"
"77","31039","D3","female","tm6b",2013-06-18,2013-09-19,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",93,"24B-Gal4","Tsc1","GAL4/Tm6B"
"78","31039","D3","female","tm6b",2013-06-18,2013-09-19,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",93,"24B-Gal4","Tsc1","GAL4/Tm6B"
"79","31039","D3","female","wt",2013-06-14,2013-07-25,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",41,"24B-Gal4","Tsc1","shRNA/GAL4"
"80","31039","D3","female","wt",2013-06-14,2013-07-25,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",41,"24B-Gal4","Tsc1","shRNA/GAL4"
"81","31039","D3","female","wt",2013-06-14,2013-07-25,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",41,"24B-Gal4","Tsc1","shRNA/GAL4"
"82","31039","D3","female","wt",2013-06-14,2013-07-25,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",41,"24B-Gal4","Tsc1","shRNA/GAL4"
"83","31039","D3","female","?",2013-06-14,2013-07-29,TRUE,"still alive",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",45,"24B-Gal4","Tsc1",NA
"84","31039","D3","female","?",2013-06-14,2013-07-29,TRUE,"still alive",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",45,"24B-Gal4","Tsc1",NA
"85","31039","D3","female","?",2013-06-14,2013-07-29,TRUE,"still alive",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",45,"24B-Gal4","Tsc1",NA
"86","31039","D3","female","?",2013-06-14,2013-07-29,TRUE,"still alive",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",45,"24B-Gal4","Tsc1",NA
"87","31039","D3","male","sb",2013-06-14,2013-07-25,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",41,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"88","31039","D3","male","sb",2013-06-14,2013-07-25,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",41,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"89","31039","D3","male","sb",2013-06-14,2013-07-25,FALSE,"",3,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"6/3/2013","31039/Tm6B","24B-Gal4/Tm3-sb",41,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"90","31039","D2","female","sb",2013-06-09,2013-08-08,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",60,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"91","31039","D2","female","sb",2013-06-09,2013-08-08,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",60,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"92","31039","D2","female","sb",2013-06-09,2013-08-22,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",74,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"93","31039","D2","female","sb",2013-06-09,2013-08-22,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",74,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"94","31039","D2","female","sb",2013-06-09,2013-08-22,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",74,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"95","31039","D2","female","sb",2013-06-09,2013-08-22,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",74,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"96","31039","D2","female","sb",2013-06-09,2013-08-05,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",57,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"97","31039","D2","female","sb",2013-06-09,2013-08-05,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",57,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"98","31039","D2","female","sb",2013-06-09,2013-08-05,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",57,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"99","31039","D2","female","sb",2013-06-09,2013-08-05,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",57,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"100","31039","D2","female","tm6b/sb",2013-06-09,2013-07-19,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"101","31039","D2","female","tm6b/sb",2013-06-09,2013-07-19,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"102","31039","D2","female","tm6b/sb",2013-06-09,2013-07-19,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"103","31039","D2","female","tm6b/sb",2013-06-09,2013-07-19,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",40,"24B-Gal4","Tsc1","Tm3,sb/Tm6B"
"104","31039","D2","female","sb",2013-06-09,2013-08-19,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",71,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"105","31039","D2","female","sb",2013-06-09,2013-08-19,FALSE,"",2,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/28/2013","31039/Tm6B","24B-Gal4/Tm3-sb",71,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"106","31039","D1","female","sb",2013-06-05,2013-09-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",93,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
"107","31039","D1","female","sb",2013-06-05,2013-09-06,FALSE,"",1,"31039/Tm6B x 24B-Gal4/Tm3-sb",1,"5/23/2013","31039/Tm6B","24B-Gal4/Tm3-sb",93,"24B-Gal4","Tsc1","shRNA/Tm3,sb"
