CrossName,Gender,Born,Assay.Date,Time,Notes
2CC,Female,11/22/2013,1/27/2014,76.69,
2CC,Female,11/22/2013,1/27/2014,80.93,
2CC,Female,11/22/2013,1/27/2014,112.43,
2CC,Female,11/22/2013,1/27/2014,300,x
2BB,Female,11/22/2013,1/27/2014,28.46,
2BB,Female,11/22/2013,1/27/2014,300,x
2BB,Female,11/22/2013,1/27/2014,300,x
2BB,Female,11/22/2013,1/27/2014,300,x
2BB,Female,11/22/2013,1/27/2014,300,x
2BB,Female,11/22/2013,1/27/2014,300,x
2CC,Female,11/22/2013,1/27/2014,8.99,
2CC,Female,11/22/2013,1/27/2014,17.99,
2CC,Female,11/22/2013,1/27/2014,92.94,
2CC,Female,11/22/2013,1/27/2014,186.21,
2CC,Female,11/22/2013,1/27/2014,211.07,
2CC,Female,11/22/2013,1/27/2014,236.47,
2DD,Female,11/22/2013,1/27/2014,8.72,
2DD,Female,11/22/2013,1/27/2014,21.14,
2DD,Female,11/22/2013,1/27/2014,55.87,
2DD,Female,11/22/2013,1/27/2014,94.68,
2DD,Female,11/22/2013,1/27/2014,112.79,
2DD,Female,11/22/2013,1/27/2014,182.78,
2DD,Female,11/22/2013,1/27/2014,300,x
2FF,Male,11/22/2013,1/27/2014,30.16,
2FF,Male,11/22/2013,1/27/2014,42.06,
2FF,Male,11/22/2013,1/27/2014,47.43,
2FF,Male,11/22/2013,1/27/2014,75.71,
2FF,Male,11/22/2013,1/27/2014,134.87,
2FF,Male,11/22/2013,1/27/2014,300,x
2FF,Female,11/22/2013,1/29/2014,29.03,
2FF,Female,11/22/2013,1/29/2014,29.68,
2FF,Female,11/22/2013,1/29/2014,35.52,
2FF,Female,11/22/2013,1/29/2014,46.7,
2FF,Female,11/22/2013,1/29/2014,63.89,
2FF,Female,11/22/2013,1/29/2014,70.29,
2FF,Female,11/22/2013,1/29/2014,94.96,
2FF,Female,11/22/2013,1/29/2014,114.01,
2FF,Female,11/22/2013,1/29/2014,300,x
2DD,Male,11/22/2013,1/29/2014,9.49,
2DD,Male,11/22/2013,1/29/2014,16.51,
2DD,Male,11/22/2013,1/29/2014,18.06,
2DD,Male,11/22/2013,1/29/2014,18.97,
2DD,Male,11/22/2013,1/29/2014,23.3,
2DD,Male,11/22/2013,1/29/2014,25.76,
2DD,Male,11/22/2013,1/29/2014,28.74,
2DD,Male,11/22/2013,1/29/2014,300,x
2DD,Male,11/22/2013,1/29/2014,300,x
2EE,Female,11/22/2013,1/29/2014,31.74,
2EE,Female,11/22/2013,1/29/2014,43.86,
2EE,Female,11/22/2013,1/29/2014,51.61,
2EE,Female,11/22/2013,1/29/2014,221.04,
2EE,Female,11/22/2013,1/29/2014,300,x
2DD,Female,11/22/2013,1/29/2014,4.97,
2DD,Female,11/22/2013,1/29/2014,11.82,
2DD,Female,11/22/2013,1/29/2014,14.97,
2DD,Female,11/22/2013,1/29/2014,28.37,
2DD,Female,11/22/2013,1/29/2014,45.6,
2DD,Female,11/22/2013,1/29/2014,62.01,
2DD,Female,11/22/2013,1/29/2014,69.46,
2DD,Female,11/22/2013,1/29/2014,115.87,
2CC,Female,11/22/2013,1/29/2014,10.7,
2CC,Female,11/22/2013,1/29/2014,10.92,
2CC,Female,11/22/2013,1/29/2014,15.16,
2CC,Female,11/22/2013,1/29/2014,17.85,
2CC,Female,11/22/2013,1/29/2014,21.65,
2CC,Female,11/22/2013,1/29/2014,268.77,
2CC,Male,11/22/2013,1/29/2014,17.97,
2CC,Male,11/22/2013,1/29/2014,26.9,
2CC,Male,11/22/2013,1/29/2014,53.38,
2CC,Male,11/22/2013,1/29/2014,59.88,
2CC,Male,11/22/2013,1/29/2014,72.81,
2CC,Male,11/22/2013,1/29/2014,81.19,
2CC,Male,11/22/2013,1/29/2014,91.98,
2CC,Male,11/22/2013,1/29/2014,172.38,
2CC,Male,11/22/2013,1/29/2014,300,x
2FF,Male,11/22/2013,1/29/2014,9.35,
2FF,Male,11/22/2013,1/29/2014,17.16,
2FF,Male,11/22/2013,1/29/2014,23.51,
2FF,Male,11/22/2013,1/29/2014,41.25,
2FF,Male,11/22/2013,1/29/2014,43.06,
2FF,Male,11/22/2013,1/29/2014,103.64,
2FF,Male,11/22/2013,1/29/2014,142.81,
2FF,Male,11/22/2013,1/29/2014,174.64,
2DD,Male,11/22/2013,1/29/2014,7.18,
2DD,Male,11/22/2013,1/29/2014,8.86,
2DD,Male,11/22/2013,1/29/2014,11.7,
2DD,Male,11/22/2013,1/29/2014,12.53,
2DD,Male,11/22/2013,1/29/2014,30.87,
2DD,Male,11/22/2013,1/29/2014,50.81,
2DD,Male,11/22/2013,1/29/2014,74.86,
2DD,Male,11/22/2013,1/29/2014,300,x
2DD,Male,11/22/2013,1/29/2014,300,x
Y1,Male,11/24/2013,1/29/2014,14.33,
Y1,Male,11/24/2013,1/29/2014,41.21,
Y1,Male,11/24/2013,1/29/2014,207.85,
3A,Male,11/24/2013,1/29/2014,3.49,
3A,Male,11/24/2013,1/29/2014,11.14,
3A,Male,11/24/2013,1/29/2014,13.04,
3A,Male,11/24/2013,1/29/2014,32.77,
Y1,Male,11/24/2013,1/29/2014,20.54,
Y1,Male,11/24/2013,1/29/2014,29.41,
Y1,Male,11/24/2013,1/29/2014,206.94,
Y1,Female,11/24/2013,1/29/2014,45.43,
Y1,Female,11/24/2013,1/29/2014,79.59,
Y1,Female,11/24/2013,1/29/2014,121.55,
Y1,Female,11/24/2013,1/29/2014,214.25,
Y1,Female,11/24/2013,1/29/2014,300,x
Y1,Female,11/24/2013,1/29/2014,300,x
Y2,Female,11/29/2013,1/29/2014,300,x
Y2,Female,11/29/2013,1/29/2014,300,x
Y2,Female,11/29/2013,1/29/2014,300,x
Y2,Female,11/29/2013,1/29/2014,300,x
Y2,Female,11/29/2013,1/29/2014,300,x
Z2,Female,11/29/2013,1/29/2014,20.29,
Z2,Female,11/29/2013,1/29/2014,26.26,
Z2,Female,11/29/2013,1/29/2014,38.79,
Z2,Female,11/29/2013,1/29/2014,72.4,
Z2,Female,11/29/2013,1/29/2014,154.27,
Z2,Female,11/29/2013,1/29/2014,157.86,
Z2,Female,11/29/2013,1/29/2014,197.16,
Z2,Female,11/29/2013,1/29/2014,300,x
Z2,Female,11/29/2013,1/29/2014,300,x
Z2,Female,11/29/2013,1/29/2014,300,x
Z2,Female,11/29/2013,1/29/2014,300,x
Z2,Female,11/29/2013,1/29/2014,300,x
Z2,Female,11/29/2013,1/29/2014,300,x
Z2,Female,11/29/2013,1/29/2014,17.71,
Z2,Female,11/29/2013,1/29/2014,125.65,
Z2,Female,11/29/2013,1/29/2014,300,x
2EEE,Female,11/29/2013,1/29/2014,8.66,
2EEE,Female,11/29/2013,1/29/2014,54.52,
2EEE,Female,11/29/2013,1/29/2014,61.47,
2EEE,Female,11/29/2013,1/29/2014,145.23,
2EEE,Female,11/29/2013,1/29/2014,300,x
Y2,Male,11/29/2013,2/3/2014,61.59,
Y2,Male,11/29/2013,2/3/2014,300,x
X2,Female,11/29/2013,2/3/2014,49.02,
X2,Female,11/29/2013,2/3/2014,135.77,
X2,Female,11/29/2013,2/3/2014,300,x
X2,Female,11/29/2013,2/3/2014,300,x
X2,Female,11/29/2013,2/3/2014,300,x
Z2,Male,11/29/2013,2/3/2014,300,x
Z2,Male,11/29/2013,2/3/2014,45.6,
Z2,Male,11/29/2013,2/3/2014,128.59,
Z2,Male,11/29/2013,2/3/2014,300,x
Z2,Male,11/29/2013,2/3/2014,300,x
Z2,Male,11/29/2013,2/3/2014,300,x
3AAA,Female,12/6/2013,2/3/2014,3.6,
3AAA,Female,12/6/2013,2/3/2014,1.43,
3AAA,Female,12/6/2013,2/3/2014,2.09,
3AAA,Female,12/6/2013,2/3/2014,300,x
3AAA,Female,12/6/2013,2/3/2014,300,x
3AAA,Female,12/6/2013,2/3/2014,300,x
2AAAA,Male,12/6/2013,2/3/2014,25.4,
2AAAA,Male,12/6/2013,2/3/2014,34,
2AAAA,Male,12/6/2013,2/3/2014,99,
3AAA,Female,12/6/2013,2/3/2014,2.56,
3AAA,Female,12/6/2013,2/3/2014,3.39,
3AAA,Female,12/6/2013,2/3/2014,3.59,
3AAA,Female,12/6/2013,2/3/2014,300,x
2FF,Female,11/22/2013,2/3/2014,300,x
2FF,Female,11/22/2013,2/3/2014,300,x
2FF,Female,11/22/2013,2/3/2014,300,x
2FF,Female,11/22/2013,2/3/2014,300,x
2FF,Female,11/22/2013,2/3/2014,300,x
2FF,Female,11/22/2013,2/3/2014,300,x
2FF,Female,11/22/2013,2/3/2014,300,x
3AAA,Male,12/6/2013,2/3/2014,9.5,
3AAA,Male,12/6/2013,2/3/2014,300,x
3AAA,Male,12/6/2013,2/3/2014,300,x
3AAA,Male,12/6/2013,2/3/2014,300,x
3AAA,Male,12/6/2013,2/3/2014,300,x
3AAA,Male,12/6/2013,2/3/2014,300,x
3AAA,Male,12/6/2013,2/3/2014,300,x
3AAA,Male,12/6/2013,2/3/2014,300,x
2AAAA,Female,12/6/2013,2/3/2014,14.62,
2AAAA,Female,12/6/2013,2/3/2014,32.19,
2AAAA,Female,12/6/2013,2/3/2014,35.22,
2AAAA,Female,12/6/2013,2/3/2014,69.1,
2AAAA,Female,12/6/2013,2/3/2014,300,x
2AAAA,Female,12/6/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,21.95,
Y2,Female,11/29/2013,2/3/2014,196.71,
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
2EEE,Female,11/29/2013,2/3/2014,169.25,
2EEE,Female,11/29/2013,2/3/2014,300,x
2EEE,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,98.42,
Y2,Female,11/29/2013,2/3/2014,139.97,
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Male,11/29/2013,2/3/2014,67.34,
Y2,Male,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Y2,Male,11/29/2013,2/3/2014,138.06,
Y2,Male,11/29/2013,2/3/2014,300,x
Y2,Male,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
Z2,Female,11/29/2013,2/3/2014,300,x
X2,Female,11/29/2013,2/3/2014,300,x
Y2,Female,11/29/2013,2/3/2014,121.53,
Y2,Female,11/29/2013,2/3/2014,274.96,
Y2,Female,11/29/2013,2/3/2014,300,x
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
,,11/29/2013,2/3/2014,,
